consumption,savings,income
13038.08,0.0,13038.08
30922.39,0.0,30922.39
12345.49,0.0,12345.49
49001.13,0.0,49001.13
16754.4,0.0,16754.4
40120.76,0.0,40120.76
19504.86,0.0,19504.86
37001.54,0.0,37001.54
25688.73,0.0,25688.73
26477.99,0.0,26477.99
31040.83,0.0,31040.83
43893.47,0.0,43893.47
16516.16,0.0,16516.16
54398.3,0.0,54398.3
16142.36,0.0,16142.36
17190.24,0.0,17190.24
42156.35,0.0,42156.35
14490.85,0.0,14490.85
31190.66,0.0,31190.66
28041.43,0.0,28041.43
11906.75,0.0,11906.75
26808.2,12839.67,39647.87
11254.49,16229.5,27483.989999999998
29529.88,5869.56,35399.44
51343.44,2950.81,54294.25
18857.51,0.0,18857.51
40867.17,5869.56,46736.729999999996
4771.09,0.0,4771.09
32869.47,0.0,32869.47
8033.57,5649.45,13683.02
29151.01,0.0,29151.01
905.85,1663.04,2568.89
20247.73,0.0,20247.73
16020.15,0.0,16020.15
42362.86,0.0,42362.86
14587.72,0.0,14587.72
58539.95,0.0,58539.95
32634.44,0.0,32634.44
25699.19,0.0,25699.19
68492.18,11803.27,80295.45
7150.56,0.0,7150.56
5472.58,0.0,5472.58
23728.67,0.0,23728.67
54285.83,0.0,54285.83
22341.5,0.0,22341.5
36680.61,0.0,36680.61
40196.79,0.0,40196.79
36391.04,0.0,36391.04
30531.34,0.0,30531.34
39360.52,0.0,39360.52
56060.89,0.0,56060.89
91558.15,0.0,91558.15
62294.8,0.0,62294.8
19793.79,14429.34,34223.130000000005
71060.49,0.0,71060.49
21538.39,0.0,21538.39
31348.35,0.0,31348.35
44109.47,12717.39,56826.86
24881.71,0.0,24881.71
28632.57,0.0,28632.57
26114.47,0.0,26114.47
12937.52,0.0,12937.52
29069.37,0.0,29069.37
28281.39,0.0,28281.39
21811.05,0.0,21811.05
13383.1,5282.6,18665.7
25617.53,0.0,25617.53
13740.98,0.0,13740.98
59848.34,0.0,59848.34
11625.76,0.0,11625.76
29801.46,0.0,29801.46
34268.58,0.0,34268.58
22402.89,0.0,22402.89
22714.53,0.0,22714.53
32030.43,0.0,32030.43
25401.48,3381.21,28782.69
43010.31,0.0,43010.31
7189.98,0.0,7189.98
35785.41,0.0,35785.41
13765.44,0.0,13765.44
27613.39,0.0,27613.39
47081.96,0.0,47081.96
55422.66,0.0,55422.66
12169.35,6961.32,19130.67
13738.44,0.0,13738.44
37114.12,23478.26,60592.380000000005
39010.11,596.68,39606.79
45626.51,23478.26,69104.77
21218.69,0.0,21218.69
21666.46,0.0,21666.46
30750.57,0.0,30750.57
72095.83,1956.52,74052.35
22095.41,0.0,22095.41
23967.4,737.7,24705.100000000002
50183.6,0.0,50183.6
13511.44,0.0,13511.44
22840.14,0.0,22840.14
29498.98,0.0,29498.98
26907.04,0.0,26907.04
62178.66,0.0,62178.66
19062.08,0.0,19062.08
39785.12,0.0,39785.12
37382.21,37663.04,75045.25
33289.05,0.0,33289.05
43301.36,0.0,43301.36
27432.56,0.0,27432.56
51168.85,4426.22,55595.07
28883.54,2445.65,31329.190000000002
14944.4,0.0,14944.4
9916.46,994.47,10910.929999999998
46959.83,3179.34,50139.17
15863.97,0.0,15863.97
17296.46,0.0,17296.46
10777.86,0.0,10777.86
65271.61,3540.98,68812.59
69863.26,0.0,69863.26
39516.84,0.0,39516.84
31653.23,2445.65,34098.88
31983.91,0.0,31983.91
14120.34,9737.7,23858.04
65707.55,4426.22,70133.77
5873.22,0.0,5873.22
40609.05,0.0,40609.05
45870.39,14673.91,60544.3
37090.12,1467.39,38557.51
14089.16,2950.81,17039.97
56766.38,0.0,56766.38
46265.17,0.0,46265.17
25225.45,0.0,25225.45
30470.22,0.0,30470.22
41066.49,0.0,41066.49
29460.29,4672.13,34132.42
21982.4,2734.8,24717.2
28225.41,0.0,28225.41
16142.51,0.0,16142.51
24814.41,0.0,24814.41
39650.8,0.0,39650.8
40092.74,0.0,40092.74
20942.67,4402.17,25344.839999999997
20772.0,0.0,20772.0
59062.26,2443.2,61505.46
57474.37,0.0,57474.37
8323.42,1467.39,9790.81
28617.14,0.0,28617.14
14143.91,0.0,14143.91
72179.77,0.0,72179.77
24934.68,0.0,24934.68
33225.04,0.0,33225.04
24630.45,0.0,24630.45
13953.65,11704.91,25658.559999999998
10217.7,0.0,10217.7
25990.24,5869.56,31859.800000000003
18206.39,7826.08,26032.47
24589.51,6885.24,31474.75
45628.15,0.0,45628.15
28595.73,0.0,28595.73
14956.62,590.16,15546.78
24452.08,0.0,24452.08
23268.6,8950.27,32218.87
20022.94,0.0,20022.94
16010.69,0.0,16010.69
16280.24,0.0,16280.24
35012.05,0.0,35012.05
11127.99,0.0,11127.99
24151.78,0.0,24151.78
51107.71,0.0,51107.71
56082.77,0.0,56082.77
41309.88,13695.65,55005.53
69786.31,0.0,69786.31
11517.5,0.0,11517.5
31659.4,0.0,31659.4
67935.2,0.0,67935.2
19444.75,0.0,19444.75
63535.99,0.0,63535.99
36880.01,978.26,37858.270000000004
25418.12,0.0,25418.12
82507.57,0.0,82507.57
19229.18,0.0,19229.18
28707.12,0.0,28707.12
26528.64,1760.86,28289.5
26971.69,10173.91,37145.6
17896.89,0.0,17896.89
8616.27,0.0,8616.27
19596.06,0.0,19596.06
30442.56,7850.54,38293.1
28471.95,0.0,28471.95
24375.29,3442.62,27817.91
20241.02,0.0,20241.02
28538.64,15737.7,44276.34
16138.93,0.0,16138.93
38292.73,5869.56,44162.29
51825.5,19076.08,70901.58
62943.36,0.0,62943.36
36259.91,5869.56,42129.47
22876.94,0.0,22876.94
19088.33,0.0,19088.33
6782.68,0.0,6782.68
20844.68,0.0,20844.68
15481.52,0.0,15481.52
33134.43,0.0,33134.43
33719.34,2834.25,36553.59
41430.66,0.0,41430.66
39333.3,786.88,40120.18
51756.86,5469.61,57226.47
9094.35,0.0,9094.35
76047.91,0.0,76047.91
28793.99,0.0,28793.99
21550.02,1475.4,23025.420000000002
15657.36,1467.39,17124.75
29178.23,0.0,29178.23
39596.31,0.0,39596.31
32298.98,19809.78,52108.759999999995
6275.41,0.0,6275.41
31210.59,0.0,31210.59
34791.31,0.0,34791.31
19739.12,0.0,19739.12
6203.07,0.0,6203.07
17709.51,0.0,17709.51
45367.32,0.0,45367.32
47701.36,7967.21,55668.57
7524.8,0.0,7524.8
37214.81,0.0,37214.81
14892.35,0.0,14892.35
34341.9,0.0,34341.9
63358.07,0.0,63358.07
22705.62,0.0,22705.62
20612.6,0.0,20612.6
33259.02,0.0,33259.02
12948.64,0.0,12948.64
74440.45,0.0,74440.45
22784.95,368.85,23153.8
36548.04,0.0,36548.04
47349.03,0.0,47349.03
26156.63,0.0,26156.63
52195.66,0.0,52195.66
44912.17,0.0,44912.17
36748.12,0.0,36748.12
29907.62,0.0,29907.62
18384.13,0.0,18384.13
19810.05,0.0,19810.05
29657.0,590.16,30247.16
24208.62,0.0,24208.62
39104.76,0.0,39104.76
39081.15,0.0,39081.15
85571.47,0.0,85571.47
45030.42,21032.6,66063.01999999999
31796.29,733.69,32529.98
33769.78,0.0,33769.78
21270.91,0.0,21270.91
36689.42,391.3,37080.72
4103.33,0.0,4103.33
19346.3,0.0,19346.3
28685.01,0.0,28685.01
41431.71,18196.72,59628.43
23553.21,0.0,23553.21
27787.67,0.0,27787.67
33486.31,0.0,33486.31
47208.38,0.0,47208.38
24788.07,1967.21,26755.28
5222.48,0.0,5222.48
16378.91,0.0,16378.91
2934.52,0.0,2934.52
22856.34,0.0,22856.34
27028.49,0.0,27028.49
31728.04,0.0,31728.04
46658.9,0.0,46658.9
44920.97,0.0,44920.97
50820.46,0.0,50820.46
18088.64,0.0,18088.64
12686.06,0.0,12686.06
15909.07,0.0,15909.07
19902.74,0.0,19902.74
20529.58,2950.81,23480.390000000003
48324.96,5409.83,53734.79
45843.45,0.0,45843.45
32334.3,0.0,32334.3
3589.68,0.0,3589.68
3249.3,0.0,3249.3
41397.15,0.0,41397.15
6057.72,0.0,6057.72
41671.04,0.0,41671.04
47450.5,0.0,47450.5
15817.7,1475.4,17293.100000000002
30536.9,0.0,30536.9
85900.64,0.0,85900.64
23121.16,0.0,23121.16
6911.17,23370.16,30281.33
49935.93,0.0,49935.93
74097.98,94475.13,168573.11
45855.97,0.0,45855.97
43814.12,7480.32,51294.44
32087.52,0.0,32087.52
61138.34,0.0,61138.34
39392.18,7377.04,46769.22
77195.6,12983.6,90179.20000000001
33037.01,2445.65,35482.66
19717.64,24098.36,43816.0
1527.24,0.0,1527.24
17491.08,0.0,17491.08
39581.4,0.0,39581.4
34940.82,0.0,34940.82
2291.04,639.34,2930.38
24511.78,0.0,24511.78
70617.53,0.0,70617.53
27953.38,0.0,27953.38
27932.27,10819.67,38751.94
12227.75,0.0,12227.75
53275.82,4402.17,57677.99
20003.69,0.0,20003.69
12160.58,0.0,12160.58
55020.05,0.0,55020.05
46267.41,0.0,46267.41
13735.41,2690.21,16425.62
47281.3,0.0,47281.3
17132.82,5869.56,23002.38
31891.49,0.0,31891.49
35737.04,0.0,35737.04
32728.79,25923.91,58652.7
12286.17,0.0,12286.17
18018.88,0.0,18018.88
27275.76,5869.56,33145.32
7785.27,0.0,7785.27
38054.71,0.0,38054.71
5302.72,0.0,5302.72
58517.65,0.0,58517.65
11710.56,0.0,11710.56
4869.86,0.0,4869.86
20507.36,5655.73,26163.09
36985.37,8754.09,45739.46000000001
11168.69,0.0,11168.69
13329.82,0.0,13329.82
27737.52,0.0,27737.52
6623.19,0.0,6623.19
25714.37,0.0,25714.37
31037.97,0.0,31037.97
10684.54,0.0,10684.54
77440.7,0.0,77440.7
68931.11,3717.39,72648.5
40307.35,0.0,40307.35
43624.92,1711.95,45336.869999999995
19907.76,0.0,19907.76
2280.17,1467.39,3747.5600000000004
34577.73,0.0,34577.73
34408.19,0.0,34408.19
9868.43,0.0,9868.43
26953.49,0.0,26953.49
12946.82,0.0,12946.82
59059.04,14673.91,73732.95
93165.21,0.0,93165.21
8336.84,0.0,8336.84
8059.09,0.0,8059.09
64614.52,0.0,64614.52
42789.66,11803.27,54592.93000000001
87080.31,0.0,87080.31
19799.55,0.0,19799.55
28362.46,0.0,28362.46
14490.3,0.0,14490.3
39088.76,0.0,39088.76
14247.71,0.0,14247.71
36417.84,0.0,36417.84
31718.47,0.0,31718.47
8574.33,0.0,8574.33
13111.95,0.0,13111.95
24259.8,929.34,25189.14
11414.89,2445.65,13860.539999999999
19191.03,0.0,19191.03
39151.46,1988.95,41140.409999999996
48842.79,0.0,48842.79
22216.82,4402.17,26618.989999999998
38950.24,978.26,39928.5
45324.11,5901.63,51225.74
36422.59,31967.21,68389.79999999999
29821.89,4918.03,34739.92
41651.63,0.0,41651.63
48173.26,0.0,48173.26
21939.45,1467.39,23406.84
30716.9,0.0,30716.9
17553.26,0.0,17553.26
9106.79,0.0,9106.79
20452.52,0.0,20452.52
23734.76,0.0,23734.76
20354.61,0.0,20354.61
35484.08,983.6,36467.68
46971.2,0.0,46971.2
34112.58,0.0,34112.58
34088.86,0.0,34088.86
13775.49,0.0,13775.49
13442.88,0.0,13442.88
39908.2,16385.86,56294.06
22686.21,4402.17,27088.379999999997
35138.58,4402.17,39540.75
29277.45,0.0,29277.45
7710.52,0.0,7710.52
37678.08,0.0,37678.08
25163.99,0.0,25163.99
17767.73,0.0,17767.73
22030.82,17704.91,39735.729999999996
10825.46,0.0,10825.46
56370.91,0.0,56370.91
23392.33,0.0,23392.33
36294.35,2934.78,39229.13
34653.4,9099.44,43752.840000000004
8171.53,0.0,8171.53
30913.66,0.0,30913.66
29224.81,0.0,29224.81
27809.91,0.0,27809.91
21698.91,0.0,21698.91
42222.09,0.0,42222.09
12804.26,0.0,12804.26
17863.63,0.0,17863.63
43098.99,0.0,43098.99
8514.29,0.0,8514.29
45460.42,0.0,45460.42
11079.78,0.0,11079.78
37804.38,0.0,37804.38
13404.64,0.0,13404.64
58073.13,9782.6,67855.73
30427.22,0.0,30427.22
22960.1,10819.67,33779.77
9599.74,0.0,9599.74
25180.87,1516.3,26697.17
21708.37,0.0,21708.37
18937.9,1565.21,20503.11
33378.27,0.0,33378.27
9634.49,0.0,9634.49
53863.6,1475.4,55339.0
30818.11,0.0,30818.11
25552.87,0.0,25552.87
88800.47,0.0,88800.47
62577.74,0.0,62577.74
48177.61,0.0,48177.61
6255.13,0.0,6255.13
38449.72,0.0,38449.72
40103.51,0.0,40103.51
51691.39,4426.22,56117.61
6456.71,0.0,6456.71
37015.98,0.0,37015.98
25559.39,0.0,25559.39
15290.41,0.0,15290.41
42484.88,0.0,42484.88
16896.44,5576.08,22472.519999999997
22820.03,0.0,22820.03
47735.86,0.0,47735.86
23208.58,0.0,23208.58
18962.22,497.23,19459.45
40157.49,9048.91,49206.399999999994
43448.33,0.0,43448.33
43214.8,2934.78,46149.58
42607.77,590.16,43197.93
15858.56,0.0,15858.56
35504.23,0.0,35504.23
16694.03,0.0,16694.03
31237.43,0.0,31237.43
51162.61,4891.3,56053.91
17161.44,0.0,17161.44
76704.73,3540.98,80245.70999999999
16893.23,0.0,16893.23
39087.61,0.0,39087.61
34769.47,0.0,34769.47
32136.72,0.0,32136.72
31901.23,0.0,31901.23
44781.25,0.0,44781.25
22773.76,0.0,22773.76
20432.44,383.6,20816.039999999997
16128.74,978.26,17107.0
26997.37,0.0,26997.37
44414.69,44262.29,88676.98000000001
30849.97,0.0,30849.97
18884.55,2543.47,21428.02
52140.27,3913.04,56053.31
24903.64,0.0,24903.64
11173.46,3228.26,14401.72
30926.48,8852.45,39778.93
46638.57,586.95,47225.52
24449.66,4402.17,28851.83
40263.97,0.0,40263.97
10682.07,3228.26,13910.33
27688.49,0.0,27688.49
21989.09,0.0,21989.09
14185.35,0.0,14185.35
36553.62,0.0,36553.62
30046.2,0.0,30046.2
33656.74,0.0,33656.74
60898.53,983.6,61882.13
40124.04,5038.04,45162.08
27592.41,0.0,27592.41
17779.93,0.0,17779.93
37101.43,0.0,37101.43
54759.27,0.0,54759.27
13398.48,11249.99,24648.47
16455.86,0.0,16455.86
43574.77,0.0,43574.77
12999.39,0.0,12999.39
39192.57,0.0,39192.57
41970.01,0.0,41970.01
7281.41,0.0,7281.41
51433.54,0.0,51433.54
13809.41,0.0,13809.41
7451.79,0.0,7451.79
23481.88,0.0,23481.88
12580.52,0.0,12580.52
21395.31,0.0,21395.31
12757.53,0.0,12757.53
26253.92,0.0,26253.92
80378.44,15196.72,95575.16
20594.86,5901.63,26496.49
26297.34,0.0,26297.34
53456.18,0.0,53456.18
60934.26,5966.85,66901.11
17117.3,0.0,17117.3
33566.02,11739.13,45305.149999999994
24153.29,0.0,24153.29
10266.43,0.0,10266.43
24958.89,0.0,24958.89
44745.02,0.0,44745.02
66193.55,0.0,66193.55
25569.75,0.0,25569.75
45661.54,0.0,45661.54
20341.22,0.0,20341.22
50590.15,8852.45,59442.600000000006
33412.98,978.26,34391.240000000005
18619.56,9146.73,27766.29
10622.31,25573.77,36196.08
21271.5,2347.82,23619.32
45572.76,0.0,45572.76
26149.29,0.0,26149.29
8640.71,0.0,8640.71
65049.17,0.0,65049.17
29469.22,0.0,29469.22
44672.29,0.0,44672.29
12619.22,1467.39,14086.609999999999
38798.51,0.0,38798.51
39587.43,0.0,39587.43
37536.62,0.0,37536.62
43392.58,0.0,43392.58
18511.52,0.0,18511.52
7888.04,0.0,7888.04
62773.95,0.0,62773.95
15596.19,0.0,15596.19
24518.04,0.0,24518.04
19044.61,0.0,19044.61
19069.34,0.0,19069.34
48364.79,0.0,48364.79
43390.83,0.0,43390.83
52223.94,0.0,52223.94
35592.88,0.0,35592.88
10879.65,0.0,10879.65
29607.91,0.0,29607.91
30197.92,0.0,30197.92
86584.04,0.0,86584.04
54443.75,0.0,54443.75
26805.88,97.82,26903.7
39070.35,0.0,39070.35
21869.86,0.0,21869.86
28888.02,0.0,28888.02
40391.76,0.0,40391.76
11031.44,391.3,11422.74
29851.5,295.08,30146.58
4848.94,0.0,4848.94
25322.3,0.0,25322.3
24651.28,0.0,24651.28
20029.66,0.0,20029.66
68153.44,2445.65,70599.09
10174.35,0.0,10174.35
38678.2,0.0,38678.2
38472.46,7336.95,45809.409999999996
21130.47,0.0,21130.47
38976.77,0.0,38976.77
37344.4,1173.91,38518.310000000005
57382.84,0.0,57382.84
12371.08,0.0,12371.08
12942.43,0.0,12942.43
3033.16,0.0,3033.16
12122.4,0.0,12122.4
46987.48,0.0,46987.48
14392.18,0.0,14392.18
9745.6,0.0,9745.6
24484.25,0.0,24484.25
14472.01,0.0,14472.01
26655.44,0.0,26655.44
52913.89,0.0,52913.89
8599.23,0.0,8599.23
12481.04,2950.81,15431.85
54664.64,0.0,54664.64
31488.66,0.0,31488.66
30031.4,12374.99,42406.39
27573.9,0.0,27573.9
61109.41,0.0,61109.41
28020.34,1173.91,29194.25
68366.22,0.0,68366.22
15012.33,14203.27,29215.6
20622.33,0.0,20622.33
24760.59,1988.95,26749.54
45623.35,1124.99,46748.34
48029.17,1320.65,49349.82
2642.5,0.0,2642.5
26062.67,7377.04,33439.71
36038.26,0.0,36038.26
61118.15,0.0,61118.15
31535.53,1541.43,33076.96
48913.02,0.0,48913.02
35331.39,8950.27,44281.66
27390.44,0.0,27390.44
22954.38,0.0,22954.38
61637.49,9293.47,70930.95999999999
43280.12,0.0,43280.12
39914.1,0.0,39914.1
24250.37,0.0,24250.37
45299.17,0.0,45299.17
30283.93,0.0,30283.93
15827.23,0.0,15827.23
27586.92,0.0,27586.92
8725.65,0.0,8725.65
22748.56,0.0,22748.56
50100.21,0.0,50100.21
27957.51,0.0,27957.51
15012.12,0.0,15012.12
41901.77,0.0,41901.77
25422.44,0.0,25422.44
11576.62,0.0,11576.62
68635.79,0.0,68635.79
37167.63,0.0,37167.63
51610.33,0.0,51610.33
72670.34,0.0,72670.34
31684.42,0.0,31684.42
28753.34,14673.91,43427.25
24538.96,0.0,24538.96
24613.39,0.0,24613.39
30946.89,0.0,30946.89
14022.68,0.0,14022.68
23458.0,0.0,23458.0
82654.07,0.0,82654.07
24933.22,0.0,24933.22
16866.15,0.0,16866.15
8878.97,0.0,8878.97
72472.73,0.0,72472.73
13352.45,0.0,13352.45
13628.17,0.0,13628.17
70811.18,0.0,70811.18
37862.82,23606.55,61469.369999999995
9816.96,586.95,10403.91
13839.64,0.0,13839.64
13803.83,0.0,13803.83
23161.81,10516.3,33678.11
46696.15,0.0,46696.15
30718.93,0.0,30718.93
5479.39,0.0,5479.39
20449.42,0.0,20449.42
64043.11,3344.26,67387.37
34254.15,0.0,34254.15
17146.94,0.0,17146.94
25093.9,0.0,25093.9
5411.23,0.0,5411.23
7822.98,0.0,7822.98
4198.11,0.0,4198.11
19039.1,0.0,19039.1
31466.63,0.0,31466.63
18318.42,0.0,18318.42
44225.1,0.0,44225.1
13758.67,0.0,13758.67
5505.38,1222.82,6728.2
12333.76,0.0,12333.76
29821.69,0.0,29821.69
34415.29,0.0,34415.29
16554.85,0.0,16554.85
38684.86,0.0,38684.86
36640.34,0.0,36640.34
40187.61,2347.82,42535.43
4392.1,0.0,4392.1
17787.34,0.0,17787.34
19675.55,786.88,20462.43
31758.24,491.8,32250.04
23857.87,0.0,23857.87
26927.85,0.0,26927.85
12917.91,0.0,12917.91
37703.51,0.0,37703.51
17987.09,0.0,17987.09
18309.83,29834.25,48144.08
32771.27,0.0,32771.27
26943.93,8315.21,35259.14
35239.08,0.0,35239.08
12226.5,0.0,12226.5
31605.54,9344.26,40949.8
17760.49,0.0,17760.49
19697.93,0.0,19697.93
61558.84,0.0,61558.84
11735.0,8804.34,20539.34
19984.91,3815.21,23800.12
17195.12,2934.78,20129.899999999998
18335.23,0.0,18335.23
37007.28,0.0,37007.28
89164.12,2592.39,91756.51
8745.96,0.0,8745.96
11396.82,3668.47,15065.289999999999
8079.51,0.0,8079.51
40735.16,0.0,40735.16
37434.04,0.0,37434.04
20755.89,0.0,20755.89
17547.76,0.0,17547.76
37647.4,2934.78,40582.18
57196.88,0.0,57196.88
34152.62,0.0,34152.62
38749.54,0.0,38749.54
30188.38,4180.32,34368.7
34933.3,0.0,34933.3
9578.31,0.0,9578.31
24222.66,0.0,24222.66
18526.96,29834.25,48361.21
10320.12,0.0,10320.12
20802.7,0.0,20802.7
11560.82,0.0,11560.82
31630.16,0.0,31630.16
29664.86,0.0,29664.86
14861.88,0.0,14861.88
21431.12,0.0,21431.12
13382.11,0.0,13382.11
21498.54,0.0,21498.54
51053.18,6911.6,57964.78
14707.89,1573.77,16281.66
61433.75,0.0,61433.75
18795.57,0.0,18795.57
23178.59,2386.74,25565.33
14722.6,0.0,14722.6
17384.73,0.0,17384.73
31932.86,0.0,31932.86
15115.99,0.0,15115.99
16372.81,0.0,16372.81
21866.28,0.0,21866.28
40891.38,6885.24,47776.619999999995
26211.38,0.0,26211.38
13626.23,0.0,13626.23
11682.58,4475.13,16157.71
12799.14,0.0,12799.14
34157.48,4891.3,39048.780000000006
51267.44,0.0,51267.44
51876.42,0.0,51876.42
5638.61,1131.14,6769.75
16860.74,2934.78,19795.52
45440.1,0.0,45440.1
34935.32,0.0,34935.32
48732.46,0.0,48732.46
40232.17,0.0,40232.17
33430.61,489.13,33919.74
29710.47,4426.22,34136.69
29867.5,0.0,29867.5
51584.41,0.0,51584.41
16497.51,0.0,16497.51
26145.64,0.0,26145.64
56435.81,0.0,56435.81
19992.73,0.0,19992.73
30370.63,0.0,30370.63
14585.89,0.0,14585.89
48604.35,0.0,48604.35
51729.29,0.0,51729.29
22207.2,0.0,22207.2
5075.44,0.0,5075.44
22311.09,1467.39,23778.48
52599.84,0.0,52599.84
50240.24,6358.69,56598.93
61179.15,0.0,61179.15
23406.8,0.0,23406.8
28392.04,0.0,28392.04
59619.73,0.0,59619.73
18280.47,0.0,18280.47
7455.64,0.0,7455.64
33486.28,0.0,33486.28
37968.54,0.0,37968.54
40030.79,0.0,40030.79
11747.29,0.0,11747.29
27574.97,0.0,27574.97
57159.33,0.0,57159.33
23429.77,0.0,23429.77
30668.66,0.0,30668.66
21626.04,596.68,22222.72
42584.34,14673.91,57258.25
42663.76,0.0,42663.76
12980.35,0.0,12980.35
21828.62,0.0,21828.62
21533.92,0.0,21533.92
49395.21,0.0,49395.21
36066.99,0.0,36066.99
37480.21,0.0,37480.21
44607.38,0.0,44607.38
6317.12,0.0,6317.12
22347.36,0.0,22347.36
37173.74,0.0,37173.74
52685.35,2950.81,55636.159999999996
13006.18,1467.39,14473.57
10372.39,0.0,10372.39
63501.24,0.0,63501.24
20209.08,0.0,20209.08
38739.89,0.0,38739.89
10440.49,0.0,10440.49
21042.94,0.0,21042.94
18469.02,0.0,18469.02
21213.92,0.0,21213.92
43490.32,0.0,43490.32
36335.5,4426.22,40761.72
39970.58,0.0,39970.58
11056.83,0.0,11056.83
53070.16,0.0,53070.16
49745.16,10441.98,60187.14
31984.22,0.0,31984.22
8145.4,0.0,8145.4
5865.84,0.0,5865.84
2815.31,0.0,2815.31
13084.86,44021.73,57106.590000000004
27065.93,0.0,27065.93
23703.55,10441.98,34145.53
21568.1,0.0,21568.1
9212.04,0.0,9212.04
17489.64,0.0,17489.64
3873.27,0.0,3873.27
65.0,0.0,65.0
15684.6,0.0,15684.6
56774.82,0.0,56774.82
18527.63,0.0,18527.63
30591.88,10027.17,40619.05
12334.29,0.0,12334.29
81240.88,24456.52,105697.40000000001
6936.98,0.0,6936.98
51624.84,0.0,51624.84
80595.12,0.0,80595.12
9890.9,0.0,9890.9
29116.64,1475.4,30592.04
5824.71,0.0,5824.71
30223.12,7826.08,38049.2
14297.93,0.0,14297.93
17272.15,0.0,17272.15
50158.8,0.0,50158.8
23402.78,1467.39,24870.17
29382.63,10271.73,39654.36
15401.14,0.0,15401.14
14934.63,0.0,14934.63
37122.27,4972.37,42094.64
25778.6,0.0,25778.6
58393.19,0.0,58393.19
18360.44,16229.5,34589.94
37133.31,4402.17,41535.479999999996
45373.7,0.0,45373.7
45221.31,0.0,45221.31
24110.89,0.0,24110.89
8933.94,1467.39,10401.33
28812.65,0.0,28812.65
20290.43,0.0,20290.43
18211.08,9489.13,27700.21
23358.18,0.0,23358.18
29168.42,1180.32,30348.739999999998
28775.26,1956.52,30731.78
37577.3,19809.78,57387.08
17543.6,6639.34,24182.94
61833.15,0.0,61833.15
33606.29,5966.85,39573.14
17082.52,0.0,17082.52
29302.66,26413.04,55715.7
8692.2,0.0,8692.2
32846.41,0.0,32846.41
22434.38,0.0,22434.38
52694.79,0.0,52694.79
30463.16,1956.52,32419.68
36721.78,0.0,36721.78
48328.51,0.0,48328.51
27537.27,113.11,27650.38
18709.05,0.0,18709.05
16580.68,0.0,16580.68
6480.73,0.0,6480.73
46733.52,0.0,46733.52
24419.33,0.0,24419.33
15220.97,0.0,15220.97
69442.61,0.0,69442.61
50595.51,0.0,50595.51
62321.6,7377.04,69698.64
14902.23,0.0,14902.23
9268.96,0.0,9268.96
54715.69,0.0,54715.69
12320.71,0.0,12320.71
32817.51,0.0,32817.51
30190.55,2543.47,32734.02
8099.73,0.0,8099.73
31326.43,7377.04,38703.47
117.39,0.0,117.39
19567.56,0.0,19567.56
6699.0,0.0,6699.0
25797.58,0.0,25797.58
43721.99,0.0,43721.99
89112.16,15245.9,104358.06
22888.53,0.0,22888.53
28594.29,0.0,28594.29
7568.4,0.0,7568.4
50464.97,2459.01,52923.98
21726.17,6847.82,28573.989999999998
8528.08,0.0,8528.08
69885.61,9440.21,79325.82
28668.56,0.0,28668.56
18830.98,4402.17,23233.15
41639.18,12228.26,53867.44
6934.6,4819.67,11754.27
23898.5,0.0,23898.5
31789.47,0.0,31789.47
31657.33,0.0,31657.33
34846.61,0.0,34846.61
30129.95,7377.04,37506.99
22888.56,1967.21,24855.77
39485.44,0.0,39485.44
13409.71,0.0,13409.71
61151.35,0.0,61151.35
34815.59,4304.34,39119.92999999999
20835.43,0.0,20835.43
45292.08,0.0,45292.08
32278.23,0.0,32278.23
16797.01,0.0,16797.01
24003.07,13695.65,37698.72
33942.3,391.3,34333.600000000006
2204.87,0.0,2204.87
53616.18,0.0,53616.18
12824.44,342.39,13166.83
58502.74,0.0,58502.74
17449.62,0.0,17449.62
13333.01,0.0,13333.01
13324.55,0.0,13324.55
18962.57,19565.21,38527.78
47446.73,0.0,47446.73
70293.24,0.0,70293.24
44197.69,0.0,44197.69
23230.96,0.0,23230.96
77420.21,0.0,77420.21
18532.21,2950.81,21483.02
48391.05,0.0,48391.05
23791.26,0.0,23791.26
62570.31,0.0,62570.31
24407.62,14673.91,39081.53
41606.0,0.0,41606.0
21016.63,3374.99,24391.620000000003
32423.55,0.0,32423.55
25702.98,0.0,25702.98
7142.09,0.0,7142.09
32777.84,0.0,32777.84
34336.64,0.0,34336.64
49570.91,0.0,49570.91
28261.87,0.0,28261.87
88400.59,3913.04,92313.62999999999
19397.76,0.0,19397.76
6532.5,0.0,6532.5
10347.68,0.0,10347.68
42426.63,0.0,42426.63
29592.53,0.0,29592.53
27917.47,0.0,27917.47
15743.82,0.0,15743.82
14781.77,0.0,14781.77
30688.21,0.0,30688.21
44715.07,0.0,44715.07
17981.01,5966.85,23947.86
10669.38,0.0,10669.38
19217.0,14262.29,33479.29
60858.23,0.0,60858.23
40591.81,0.0,40591.81
24419.86,0.0,24419.86
12592.49,0.0,12592.49
20178.42,0.0,20178.42
19594.95,0.0,19594.95
10515.62,0.0,10515.62
16457.44,0.0,16457.44
29932.68,0.0,29932.68
35442.95,0.0,35442.95
22210.63,0.0,22210.63
28713.63,0.0,28713.63
31026.05,0.0,31026.05
22224.83,1475.4,23700.230000000003
48121.72,1967.21,50088.93
67287.15,0.0,67287.15
33310.08,0.0,33310.08
15487.99,0.0,15487.99
