log_dowry,elementary_plus,junior_plus,college,ethnicity,year,mar_year,mar_age,husband_elementary,husband_junior,husband_college,husband_mar_age,pre_marriage_asset,muslim,multiple_wives
11.512925,0.0,0.0,0.0,Sunda,2007.0,2007.0,33.0,1.0,1.0,0.0,35.0,11000000.0,1.0,0.0
13.71015,1.0,1.0,0.0,Bugis,2007.0,2008.0,24.0,1.0,1.0,1.0,26.0,1500000.0,0.0,0.0
7.6009026,0.0,0.0,0.0,Sunda,2000.0,1987.0,20.0,0.0,0.0,0.0,31.0,,1.0,1.0
6.9077554,0.0,0.0,0.0,Sunda,2000.0,1948.0,12.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0
11.512925,1.0,1.0,1.0,Sunda,2007.0,2004.0,23.0,1.0,1.0,0.0,25.0,1300000.0,1.0,0.0
9.2103405,1.0,0.0,0.0,Sunda,2007.0,,18.0,1.0,0.0,0.0,,0.0,1.0,
13.71015,1.0,1.0,1.0,Sunda,2007.0,2004.0,28.0,1.0,1.0,1.0,32.0,,1.0,0.0
8.517193,1.0,0.0,0.0,Sunda,2007.0,1996.0,18.0,1.0,1.0,0.0,18.0,,1.0,0.0
14.731801,1.0,1.0,1.0,Tionghoa,2000.0,1997.0,25.0,1.0,1.0,1.0,28.0,,0.0,0.0
13.815511,1.0,1.0,1.0,Sunda,2007.0,2004.0,28.0,1.0,1.0,1.0,28.0,15000000.0,1.0,0.0
8.517193,1.0,0.0,0.0,Sunda,2000.0,1998.0,21.0,1.0,0.0,0.0,22.0,,1.0,0.0
9.903487,1.0,0.0,0.0,Melayu,2007.0,2000.0,45.0,0.0,0.0,0.0,,,1.0,
13.815511,1.0,1.0,0.0,Sunda,2007.0,2000.0,21.0,1.0,1.0,0.0,21.0,,1.0,0.0
10.819778,1.0,1.0,0.0,Jawa,2007.0,2005.0,,1.0,1.0,0.0,39.0,,1.0,0.0
14.914123,1.0,1.0,1.0,Sunda,2007.0,2005.0,26.0,1.0,1.0,1.0,30.0,,1.0,0.0
10.819778,1.0,1.0,0.0,Sunda,2007.0,2007.0,21.0,1.0,1.0,0.0,24.0,10000000.0,1.0,0.0
11.512925,1.0,1.0,0.0,Sunda,2000.0,1995.0,26.0,1.0,0.0,0.0,29.0,,1.0,0.0
13.122363,1.0,1.0,0.0,Sunda,2007.0,2003.0,30.0,1.0,0.0,0.0,27.0,,1.0,0.0
11.512925,1.0,0.0,0.0,Sunda,2007.0,2001.0,22.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0
13.122363,1.0,1.0,0.0,Sunda,2007.0,2004.0,34.0,1.0,1.0,1.0,,0.0,1.0,
9.615806,,,,Sunda,2000.0,1975.0,17.0,0.0,0.0,0.0,21.0,,1.0,0.0
10.819778,1.0,1.0,0.0,Sunda,2007.0,2001.0,17.0,1.0,0.0,0.0,30.0,,1.0,0.0
11.91839,1.0,1.0,1.0,Sunda,2000.0,2000.0,21.0,1.0,1.0,0.0,21.0,,1.0,0.0
12.8992195,1.0,1.0,0.0,Sunda,2007.0,2000.0,23.0,1.0,1.0,1.0,,,1.0,
14.84513,1.0,1.0,0.0,Tionghoa,2000.0,1998.0,24.0,1.0,1.0,0.0,28.0,,0.0,0.0
10.165852,1.0,1.0,0.0,Sunda,2007.0,2008.0,,0.0,0.0,0.0,24.0,,1.0,0.0
11.512925,,,,Sunda,2007.0,2000.0,21.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0
,1.0,1.0,0.0,Sunda,2007.0,2000.0,22.0,1.0,1.0,0.0,25.0,0.0,1.0,0.0
13.458836,1.0,0.0,0.0,Sunda,2007.0,2004.0,18.0,0.0,0.0,0.0,26.0,500000.0,1.0,0.0
8.517193,0.0,0.0,0.0,Sunda,2000.0,1997.0,24.0,0.0,0.0,0.0,30.0,,1.0,0.0
6.214608,0.0,0.0,0.0,Sunda,2007.0,1968.0,,0.0,0.0,0.0,32.0,,1.0,0.0
12.206073,1.0,1.0,1.0,Sunda,2007.0,2007.0,25.0,,,,26.0,500000.0,1.0,0.0
10.308952,0.0,0.0,0.0,Sunda,2000.0,1978.0,22.0,0.0,0.0,0.0,23.0,,1.0,0.0
11.91839,0.0,0.0,0.0,Sunda,2000.0,1997.0,18.0,1.0,1.0,0.0,23.0,,1.0,0.0
9.903487,0.0,0.0,0.0,Sunda,2000.0,1999.0,19.0,1.0,1.0,0.0,20.0,,1.0,0.0
10.308952,0.0,0.0,0.0,Sunda,2000.0,1993.0,21.0,1.0,1.0,0.0,24.0,,1.0,0.0
6.9077554,0.0,0.0,0.0,Sunda,2000.0,1972.0,21.0,0.0,0.0,0.0,27.0,,1.0,0.0
12.206073,1.0,1.0,0.0,Sunda,2007.0,2002.0,22.0,1.0,1.0,0.0,34.0,500000.0,1.0,0.0
8.517193,1.0,0.0,0.0,Sunda,2007.0,2003.0,22.0,1.0,0.0,0.0,31.0,,1.0,0.0
13.815511,1.0,1.0,0.0,Sunda,2007.0,2002.0,46.0,1.0,1.0,0.0,43.0,0.0,1.0,0.0
12.765689,1.0,1.0,0.0,Sunda,2007.0,2006.0,27.0,1.0,1.0,0.0,32.0,0.0,1.0,0.0
16.118095,1.0,1.0,0.0,Melayu,2007.0,2005.0,22.0,1.0,1.0,1.0,34.0,1000000.0,1.0,0.0
10.819778,1.0,1.0,1.0,Sunda,2007.0,2001.0,22.0,1.0,1.0,1.0,23.0,0.0,1.0,0.0
10.915089,1.0,0.0,0.0,Sunda,2000.0,1979.0,17.0,1.0,1.0,0.0,24.0,,1.0,0.0
11.695247,1.0,1.0,0.0,Sunda,2000.0,2000.0,22.0,0.0,0.0,0.0,25.0,,1.0,0.0
,1.0,1.0,1.0,Sunda,2000.0,1997.0,25.0,1.0,1.0,1.0,28.0,,0.0,0.0
9.903487,1.0,1.0,0.0,Sunda,2007.0,2006.0,17.0,1.0,1.0,0.0,28.0,0.0,1.0,0.0
12.765689,1.0,0.0,0.0,Bali,2007.0,2004.0,20.0,1.0,1.0,0.0,21.0,300000.0,1.0,0.0
12.429216,1.0,1.0,0.0,Sunda,2000.0,1998.0,22.0,1.0,1.0,0.0,22.0,,1.0,1.0
12.206073,1.0,1.0,0.0,Sunda,2007.0,2005.0,22.0,1.0,1.0,0.0,27.0,0.0,1.0,0.0
12.691581,1.0,1.0,1.0,Sunda,2000.0,1998.0,31.0,1.0,1.0,1.0,31.0,,1.0,0.0
6.9077554,0.0,0.0,0.0,Sunda,2000.0,1990.0,20.0,1.0,0.0,0.0,19.0,,1.0,0.0
8.517193,1.0,0.0,0.0,Sunda,2000.0,1993.0,19.0,0.0,0.0,0.0,24.0,,1.0,0.0
14.914123,1.0,1.0,0.0,Sunda,2007.0,2003.0,48.0,1.0,1.0,1.0,65.0,,1.0,0.0
13.815511,1.0,1.0,1.0,Sunda,2000.0,1999.0,21.0,1.0,1.0,1.0,22.0,,1.0,0.0
11.91839,1.0,0.0,0.0,Sunda,2007.0,,31.0,1.0,1.0,0.0,,300000.0,1.0,
13.815511,1.0,1.0,1.0,Banten,2007.0,2004.0,24.0,1.0,1.0,1.0,28.0,3000000.0,1.0,0.0
12.611538,1.0,1.0,1.0,Sunda,2000.0,1997.0,23.0,1.0,1.0,1.0,31.0,,1.0,0.0
12.611538,1.0,1.0,0.0,Sunda,2007.0,2004.0,29.0,1.0,0.0,0.0,36.0,13000000.0,1.0,0.0
14.508657,1.0,1.0,0.0,Sunda,2007.0,2005.0,,1.0,1.0,0.0,27.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Sunda,2007.0,1994.0,21.0,1.0,1.0,0.0,21.0,0.0,1.0,0.0
12.577636,1.0,1.0,0.0,Sunda,2000.0,1993.0,22.0,1.0,1.0,0.0,23.0,,1.0,0.0
14.508657,1.0,1.0,0.0,Sunda,2007.0,2004.0,26.0,1.0,1.0,0.0,26.0,,0.0,0.0
12.206073,1.0,1.0,1.0,Sunda,2000.0,1999.0,27.0,1.0,1.0,0.0,27.0,,1.0,0.0
13.458836,1.0,1.0,0.0,Sunda,2007.0,2007.0,24.0,1.0,1.0,0.0,27.0,,1.0,0.0
10.308952,1.0,0.0,0.0,Tionghoa,2007.0,1955.0,,1.0,1.0,0.0,32.0,,0.0,0.0
13.592367,1.0,1.0,1.0,Sunda,2007.0,2000.0,29.0,1.0,1.0,1.0,31.0,,1.0,0.0
9.615806,,,,Sunda,2000.0,1995.0,,1.0,0.0,0.0,45.0,,1.0,0.0
10.126631,1.0,1.0,1.0,Sunda,2000.0,1998.0,22.0,1.0,1.0,0.0,28.0,,1.0,1.0
12.765689,1.0,1.0,0.0,Sunda,2007.0,2003.0,20.0,1.0,1.0,0.0,22.0,700000.0,1.0,0.0
13.122363,1.0,1.0,0.0,Sunda,2007.0,2001.0,23.0,1.0,1.0,1.0,29.0,,1.0,0.0
12.611538,1.0,1.0,0.0,Sunda,2000.0,1999.0,27.0,1.0,1.0,1.0,27.0,,1.0,1.0
12.206073,1.0,1.0,1.0,Sunda,2000.0,1997.0,23.0,1.0,1.0,0.0,31.0,,1.0,0.0
13.458836,1.0,1.0,0.0,Sunda,2007.0,2003.0,20.0,1.0,1.0,0.0,24.0,0.0,1.0,0.0
10.819778,0.0,0.0,0.0,Sunda,2000.0,1993.0,24.0,0.0,0.0,0.0,28.0,,1.0,0.0
14.220976,1.0,1.0,0.0,Sunda,2000.0,1999.0,23.0,1.0,1.0,0.0,27.0,,1.0,0.0
,1.0,1.0,0.0,Sunda,2000.0,1997.0,20.0,1.0,1.0,0.0,27.0,,0.0,0.0
10.819778,1.0,1.0,1.0,Sunda,2000.0,1998.0,29.0,1.0,1.0,0.0,27.0,,1.0,0.0
14.603968,1.0,1.0,1.0,Sunda,2007.0,,23.0,1.0,1.0,1.0,26.0,0.0,1.0,0.0
12.611538,1.0,1.0,0.0,Sunda,2007.0,2006.0,22.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0
11.512925,1.0,1.0,0.0,Sunda,2000.0,1998.0,21.0,1.0,1.0,0.0,26.0,,1.0,0.0
13.304685,1.0,1.0,0.0,Sunda,2007.0,2000.0,32.0,1.0,1.0,0.0,30.0,3000000.0,1.0,0.0
11.982929,1.0,0.0,0.0,Sunda,2000.0,1997.0,18.0,1.0,1.0,0.0,24.0,,1.0,0.0
12.429216,1.0,1.0,0.0,Tionghoa,2007.0,,26.0,1.0,1.0,0.0,,8000000.0,0.0,
12.502466,1.0,1.0,0.0,Sunda,2007.0,,19.0,1.0,1.0,0.0,,1000000.0,1.0,
10.819778,1.0,0.0,0.0,Sunda,2000.0,1990.0,17.0,1.0,0.0,0.0,20.0,,1.0,0.0
13.122363,1.0,1.0,0.0,Sunda,2007.0,1995.0,20.0,1.0,1.0,0.0,21.0,,1.0,0.0
11.512925,1.0,1.0,1.0,Sunda,2007.0,2006.0,,1.0,1.0,0.0,31.0,,1.0,0.0
11.512925,1.0,1.0,0.0,Sunda,2000.0,2000.0,31.0,1.0,1.0,0.0,29.0,,1.0,0.0
12.206073,1.0,1.0,0.0,Sunda,2007.0,2007.0,19.0,1.0,1.0,0.0,18.0,,1.0,0.0
13.304685,1.0,1.0,0.0,Sunda,2007.0,2006.0,30.0,1.0,1.0,0.0,29.0,,1.0,0.0
13.429848,1.0,1.0,0.0,Sunda,2000.0,1998.0,23.0,1.0,1.0,0.0,23.0,,1.0,0.0
12.611538,1.0,1.0,1.0,Sunda,2007.0,1996.0,26.0,1.0,1.0,1.0,31.0,,1.0,0.0
12.611538,1.0,1.0,0.0,Sunda,2000.0,1996.0,21.0,1.0,1.0,0.0,25.0,,1.0,0.0
15.842342,1.0,1.0,1.0,Sunda,2000.0,2000.0,26.0,1.0,1.0,1.0,28.0,,1.0,0.0
10.819778,1.0,1.0,1.0,Sunda,2000.0,1985.0,28.0,1.0,1.0,1.0,34.0,,1.0,0.0
14.220976,1.0,1.0,1.0,Sunda,2007.0,,24.0,1.0,1.0,0.0,,25000000.0,1.0,
14.731801,1.0,1.0,0.0,Sunda,2007.0,2003.0,22.0,1.0,0.0,0.0,22.0,0.0,1.0,0.0
13.815511,1.0,1.0,1.0,Sunda,2007.0,2003.0,28.0,1.0,1.0,1.0,26.0,5000000.0,1.0,0.0
12.206073,1.0,0.0,0.0,Sunda,2000.0,1991.0,,1.0,1.0,0.0,21.0,,1.0,0.0
9.903487,1.0,1.0,0.0,Sunda,2007.0,2003.0,20.0,0.0,0.0,0.0,22.0,,1.0,0.0
11.512925,1.0,1.0,0.0,Sunda,2000.0,1995.0,19.0,1.0,1.0,0.0,20.0,,1.0,0.0
12.611538,1.0,0.0,0.0,Sunda,2000.0,2000.0,18.0,,,,25.0,,1.0,0.0
13.592367,1.0,1.0,1.0,Sunda,2007.0,,28.0,1.0,1.0,0.0,,2500000.0,1.0,
12.100712,1.0,0.0,0.0,Sunda,2007.0,2000.0,18.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0
15.424949,1.0,1.0,0.0,Sunda,2007.0,,27.0,1.0,1.0,1.0,,5000000.0,1.0,
14.508657,1.0,1.0,1.0,Sunda,2007.0,,28.0,1.0,1.0,1.0,,3000000.0,1.0,
13.652991,1.0,1.0,1.0,Sunda,2000.0,2000.0,28.0,1.0,1.0,1.0,32.0,,1.0,0.0
14.508657,1.0,1.0,1.0,Sunda,2000.0,1999.0,28.0,1.0,1.0,1.0,33.0,,1.0,0.0
14.220976,1.0,1.0,1.0,Sunda,2007.0,2002.0,27.0,1.0,1.0,1.0,29.0,10000000.0,1.0,0.0
10.819778,0.0,0.0,0.0,Sunda,2000.0,1995.0,18.0,0.0,0.0,0.0,21.0,,1.0,1.0
17.727533,1.0,1.0,1.0,Tionghoa,2007.0,2007.0,,1.0,1.0,1.0,44.0,,0.0,0.0
14.220976,1.0,1.0,0.0,Gorontalo,2007.0,2007.0,21.0,1.0,1.0,0.0,23.0,1000000.0,1.0,0.0
12.8346815,1.0,0.0,0.0,Sunda,2007.0,2003.0,18.0,,,,21.0,500000.0,1.0,0.0
12.429216,1.0,1.0,1.0,Sunda,2000.0,1995.0,27.0,1.0,1.0,1.0,28.0,,1.0,0.0
12.765689,1.0,0.0,0.0,Sunda,2007.0,2000.0,27.0,1.0,1.0,0.0,26.0,1000000.0,1.0,0.0
14.220976,1.0,1.0,1.0,Sunda,2007.0,,22.0,1.0,1.0,1.0,,700000.0,1.0,
14.731801,1.0,1.0,0.0,Jawa,2007.0,2005.0,,1.0,1.0,1.0,26.0,,1.0,0.0
12.301383,1.0,1.0,1.0,Sunda,2000.0,1988.0,24.0,1.0,1.0,0.0,30.0,,1.0,0.0
13.458836,1.0,1.0,1.0,Sunda,2007.0,2001.0,29.0,1.0,1.0,1.0,30.0,,1.0,0.0
13.815511,1.0,1.0,1.0,Betawi,2007.0,2003.0,27.0,1.0,1.0,1.0,29.0,10000000.0,0.0,0.0
11.512925,0.0,0.0,0.0,Sunda,2000.0,1998.0,21.0,1.0,0.0,0.0,22.0,,1.0,0.0
14.220976,1.0,1.0,1.0,Sunda,2007.0,2006.0,24.0,1.0,1.0,1.0,22.0,10000000.0,1.0,0.0
12.8992195,1.0,1.0,1.0,Sunda,2007.0,2000.0,28.0,1.0,1.0,1.0,32.0,1000000.0,1.0,0.0
8.517193,0.0,0.0,0.0,Sunda,2000.0,1983.0,,0.0,0.0,0.0,22.0,,1.0,0.0
13.304685,1.0,1.0,0.0,Sunda,2000.0,1994.0,21.0,1.0,1.0,0.0,24.0,,1.0,0.0
13.353476,1.0,1.0,1.0,Sunda,2000.0,1979.0,22.0,1.0,1.0,1.0,27.0,,1.0,0.0
6.214608,0.0,0.0,0.0,Sunda,2000.0,1958.0,18.0,1.0,1.0,0.0,23.0,0.0,1.0,
10.819778,0.0,0.0,0.0,Sunda,2007.0,2006.0,32.0,1.0,0.0,0.0,37.0,0.0,1.0,0.0
10.819778,1.0,1.0,0.0,Sunda,2000.0,1988.0,20.0,,,,23.0,,1.0,0.0
,1.0,0.0,0.0,Batak,2000.0,1998.0,19.0,1.0,1.0,0.0,27.0,,0.0,0.0
14.914123,1.0,1.0,0.0,Sunda,2007.0,2003.0,32.0,1.0,1.0,1.0,33.0,0.0,1.0,0.0
10.819778,0.0,0.0,0.0,Sunda,2000.0,1999.0,,0.0,0.0,0.0,29.0,,1.0,0.0
15.60727,1.0,1.0,0.0,Sunda,2000.0,1996.0,22.0,1.0,1.0,0.0,28.0,,1.0,0.0
13.815511,1.0,1.0,0.0,Sunda,2007.0,2001.0,,1.0,1.0,0.0,42.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Sunda,2000.0,1998.0,41.0,0.0,0.0,0.0,28.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Batak,2000.0,1960.0,22.0,1.0,1.0,0.0,,0.0,0.0,
11.512925,1.0,1.0,1.0,Betawi,2000.0,1992.0,28.0,1.0,1.0,1.0,30.0,,1.0,0.0
13.122363,0.0,0.0,0.0,Gorontalo,2007.0,2002.0,51.0,0.0,0.0,0.0,69.0,,1.0,0.0
12.611538,1.0,0.0,0.0,Jawa,2000.0,1998.0,17.0,1.0,1.0,0.0,25.0,,1.0,0.0
10.819778,1.0,1.0,0.0,Jawa,2007.0,1999.0,21.0,1.0,1.0,0.0,24.0,,1.0,0.0
13.815511,1.0,1.0,0.0,Jawa,2007.0,2007.0,21.0,1.0,1.0,0.0,25.0,200000.0,1.0,0.0
11.91839,0.0,0.0,0.0,Jawa,2000.0,1987.0,23.0,0.0,0.0,0.0,25.0,,1.0,0.0
9.2103405,1.0,1.0,0.0,Jawa,2000.0,1996.0,27.0,0.0,0.0,0.0,24.0,,1.0,0.0
13.122363,0.0,0.0,0.0,Gorontalo,2007.0,2004.0,,1.0,0.0,0.0,23.0,,1.0,0.0
10.819778,1.0,1.0,0.0,Gorontalo,2007.0,2007.0,18.0,1.0,1.0,0.0,21.0,0.0,1.0,0.0
9.903487,1.0,1.0,0.0,Gorontalo,2007.0,2002.0,25.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0
10.819778,1.0,1.0,0.0,Gorontalo,2007.0,2007.0,,0.0,0.0,0.0,28.0,,1.0,0.0
9.2103405,1.0,0.0,0.0,Gorontalo,2007.0,1982.0,18.0,1.0,0.0,0.0,19.0,,1.0,0.0
9.903487,0.0,0.0,0.0,Sunda,2007.0,,17.0,1.0,0.0,0.0,,0.0,1.0,
11.512925,0.0,0.0,0.0,Gorontalo,2007.0,2000.0,15.0,1.0,1.0,1.0,46.0,1000000.0,1.0,0.0
5.7037826,0.0,0.0,0.0,Jawa,2000.0,1978.0,21.0,1.0,0.0,0.0,23.0,,1.0,0.0
9.903487,1.0,1.0,1.0,Melayu,2007.0,2001.0,18.0,1.0,1.0,1.0,22.0,,1.0,0.0
11.512925,1.0,1.0,0.0,Gorontalo,2007.0,,22.0,1.0,0.0,0.0,,100000.0,1.0,
13.122363,1.0,1.0,1.0,95.0,2007.0,1998.0,35.0,1.0,1.0,0.0,31.0,,1.0,0.0
13.122363,1.0,1.0,0.0,Gorontalo,2007.0,2000.0,24.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0
14.220976,1.0,1.0,0.0,Sunda,2000.0,2000.0,23.0,1.0,1.0,0.0,28.0,,1.0,0.0
10.819778,1.0,0.0,0.0,Gorontalo,2007.0,2003.0,16.0,1.0,0.0,0.0,25.0,0.0,1.0,0.0
11.512925,1.0,0.0,0.0,Gorontalo,2007.0,2008.0,27.0,1.0,0.0,0.0,,0.0,1.0,
11.91839,1.0,1.0,0.0,Jawa,2000.0,1997.0,29.0,1.0,1.0,0.0,37.0,,1.0,0.0
9.2103405,1.0,0.0,0.0,Gorontalo,2007.0,2000.0,16.0,1.0,1.0,0.0,29.0,10000.0,1.0,0.0
10.819778,0.0,0.0,0.0,Gorontalo,2007.0,,27.0,1.0,1.0,0.0,,100000.0,1.0,
14.508657,1.0,1.0,1.0,95.0,2007.0,1999.0,26.0,1.0,1.0,1.0,25.0,,1.0,0.0
12.611538,,,,Gorontalo,2007.0,2003.0,21.0,1.0,1.0,1.0,41.0,500000.0,1.0,1.0
13.592367,1.0,1.0,0.0,Gorontalo,2007.0,2000.0,24.0,1.0,1.0,0.0,,700000.0,1.0,
13.815511,1.0,1.0,1.0,Gorontalo,2007.0,2003.0,42.0,1.0,1.0,1.0,39.0,,1.0,1.0
11.91839,1.0,1.0,0.0,Sunda,2000.0,1999.0,24.0,1.0,1.0,0.0,26.0,,1.0,0.0
11.91839,1.0,1.0,0.0,Gorontalo,2007.0,2002.0,21.0,1.0,1.0,0.0,32.0,0.0,1.0,0.0
13.815511,1.0,1.0,0.0,Sunda,2000.0,1991.0,23.0,1.0,1.0,0.0,23.0,,1.0,0.0
9.2103405,1.0,1.0,1.0,Sunda,2007.0,1973.0,19.0,1.0,1.0,1.0,30.0,,1.0,0.0
11.91839,,,,Betawi,2000.0,1997.0,20.0,1.0,1.0,1.0,23.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Jawa,2007.0,2007.0,,0.0,0.0,0.0,28.0,,1.0,0.0
13.122363,1.0,1.0,1.0,Jawa,2007.0,2006.0,24.0,1.0,1.0,0.0,26.0,2000000.0,1.0,0.0
10.308952,0.0,0.0,0.0,Jawa,2007.0,2000.0,21.0,0.0,0.0,0.0,26.0,1500000.0,1.0,0.0
13.815511,1.0,1.0,1.0,Jawa,2007.0,2007.0,,1.0,1.0,1.0,31.0,,1.0,0.0
13.122363,,,,Betawi,2007.0,2007.0,19.0,1.0,1.0,0.0,22.0,200000.0,1.0,0.0
13.122363,1.0,1.0,0.0,Betawi,2007.0,2000.0,18.0,1.0,1.0,0.0,25.0,,0.0,0.0
15.555977,1.0,1.0,1.0,Jawa,2007.0,2000.0,26.0,1.0,1.0,1.0,32.0,10000000.0,1.0,0.0
15.068274,1.0,1.0,1.0,Betawi,2007.0,2000.0,24.0,1.0,1.0,0.0,26.0,2000000.0,1.0,0.0
13.815511,1.0,1.0,0.0,Betawi,2007.0,2006.0,24.0,1.0,1.0,0.0,25.0,2000000.0,1.0,0.0
13.122363,1.0,0.0,0.0,Sunda,2007.0,2004.0,31.0,1.0,1.0,0.0,,,1.0,
11.512925,0.0,0.0,0.0,Betawi,2007.0,2005.0,22.0,0.0,0.0,0.0,23.0,2000000.0,1.0,0.0
11.512925,1.0,1.0,1.0,Sunda,2007.0,2002.0,29.0,1.0,0.0,0.0,31.0,1000000.0,1.0,0.0
8.517193,0.0,0.0,0.0,Sunda,2000.0,2000.0,39.0,0.0,0.0,0.0,32.0,,1.0,0.0
13.815511,1.0,1.0,1.0,Jawa,2007.0,2002.0,,1.0,1.0,1.0,33.0,,1.0,0.0
11.695247,1.0,0.0,0.0,Betawi,2000.0,1999.0,23.0,1.0,1.0,0.0,28.0,,1.0,0.0
12.429216,1.0,1.0,0.0,Jawa,2007.0,2002.0,20.0,1.0,1.0,0.0,33.0,2600000.0,1.0,0.0
11.512925,1.0,1.0,1.0,Jawa,2007.0,,24.0,1.0,1.0,0.0,,2000000.0,1.0,
10.126631,1.0,1.0,0.0,Betawi,2000.0,1992.0,19.0,1.0,1.0,0.0,24.0,,1.0,0.0
8.517193,0.0,0.0,0.0,Betawi,2000.0,1977.0,20.0,1.0,1.0,1.0,31.0,,1.0,0.0
12.628067,0.0,0.0,0.0,Sunda,2000.0,1997.0,,,,,22.0,,1.0,0.0
15.60727,1.0,1.0,0.0,Betawi,2000.0,1997.0,20.0,1.0,0.0,0.0,26.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Jawa,2000.0,1999.0,18.0,1.0,1.0,0.0,27.0,,1.0,0.0
12.206073,1.0,1.0,0.0,Sunda,2007.0,2008.0,24.0,1.0,1.0,0.0,27.0,,1.0,0.0
13.122363,,,,Betawi,2007.0,2001.0,18.0,1.0,1.0,0.0,22.0,1000000.0,1.0,0.0
10.308952,0.0,0.0,0.0,Betawi,2000.0,1995.0,17.0,0.0,0.0,0.0,22.0,,1.0,0.0
2.3025851,0.0,0.0,0.0,Sunda,2000.0,1952.0,,,,,25.0,,1.0,0.0
14.508657,1.0,1.0,0.0,Betawi,2007.0,,23.0,1.0,1.0,1.0,,,1.0,
13.458836,1.0,0.0,0.0,Sunda,2007.0,2005.0,26.0,1.0,1.0,0.0,28.0,200000.0,1.0,0.0
12.8992195,1.0,1.0,1.0,Betawi,2000.0,1999.0,23.0,1.0,1.0,1.0,26.0,,1.0,0.0
14.077875,1.0,0.0,0.0,Sunda,2007.0,2004.0,17.0,1.0,0.0,0.0,19.0,2000000.0,1.0,0.0
11.512925,1.0,1.0,1.0,Sunda,2007.0,2004.0,18.0,1.0,1.0,1.0,25.0,700000.0,1.0,0.0
14.403297,1.0,1.0,0.0,Sunda,2007.0,2005.0,19.0,1.0,1.0,0.0,21.0,0.0,1.0,0.0
8.006368,0.0,0.0,0.0,Sunda,2007.0,,17.0,0.0,0.0,0.0,,0.0,1.0,
12.206073,0.0,0.0,0.0,Sunda,2007.0,2005.0,17.0,1.0,1.0,0.0,26.0,50000.0,1.0,0.0
13.217673,,,,Sunda,2007.0,2003.0,21.0,,,,31.0,500000.0,1.0,0.0
12.611538,1.0,1.0,0.0,Sunda,2007.0,2006.0,20.0,1.0,1.0,0.0,24.0,700000.0,1.0,0.0
13.304685,,,,Sunda,2007.0,,25.0,1.0,1.0,0.0,,0.0,1.0,
5.2983174,0.0,0.0,0.0,Sunda,2000.0,1969.0,26.0,0.0,0.0,0.0,27.0,,1.0,0.0
15.520259,1.0,1.0,1.0,Sunda,2007.0,,25.0,1.0,1.0,1.0,,3000000.0,1.0,
11.512925,1.0,1.0,0.0,Sunda,2007.0,2003.0,28.0,1.0,0.0,0.0,31.0,1000000.0,1.0,0.0
13.304685,,,,Sunda,2007.0,2005.0,16.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0
3.912023,0.0,0.0,0.0,Sunda,2007.0,1946.0,15.0,0.0,0.0,0.0,,,1.0,
13.815511,1.0,1.0,0.0,Sunda,2007.0,2001.0,21.0,1.0,1.0,0.0,20.0,1000000.0,1.0,0.0
12.611538,0.0,0.0,0.0,Sunda,2007.0,2003.0,27.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0
15.424949,1.0,1.0,0.0,Sunda,2007.0,2006.0,20.0,1.0,1.0,1.0,30.0,500000.0,1.0,0.0
14.220976,1.0,1.0,0.0,Sunda,2007.0,2002.0,26.0,1.0,1.0,0.0,29.0,2000000.0,1.0,0.0
13.815511,1.0,1.0,0.0,Sunda,2007.0,,19.0,1.0,1.0,0.0,,1000000.0,1.0,
9.903487,0.0,0.0,0.0,Jawa,2000.0,1972.0,14.0,1.0,0.0,0.0,23.0,,1.0,1.0
11.512925,0.0,0.0,0.0,Sunda,2007.0,2000.0,19.0,0.0,0.0,0.0,22.0,500000.0,1.0,0.0
11.512925,0.0,0.0,0.0,Jawa,2007.0,2005.0,,0.0,0.0,0.0,30.0,,1.0,0.0
13.458836,1.0,1.0,0.0,Jawa,2007.0,,23.0,1.0,1.0,0.0,,0.0,1.0,
10.819778,1.0,0.0,0.0,Jawa,2000.0,2000.0,26.0,0.0,0.0,0.0,28.0,,1.0,0.0
12.429216,1.0,0.0,0.0,Jawa,2007.0,1998.0,16.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0
10.308952,0.0,0.0,0.0,Jawa,2000.0,1996.0,21.0,1.0,0.0,0.0,29.0,,1.0,1.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1997.0,20.0,0.0,0.0,0.0,20.0,,1.0,0.0
12.429216,1.0,0.0,0.0,Sunda,2000.0,1997.0,18.0,1.0,1.0,0.0,25.0,,1.0,0.0
12.206073,0.0,0.0,0.0,Sunda,2007.0,2006.0,18.0,0.0,0.0,0.0,30.0,40000.0,1.0,0.0
