log_dowry,elementary_plus,junior_plus,college,ethnicity,year,mar_year,mar_age,husband_elementary,husband_junior,husband_college,husband_mar_age,pre_marriage_asset,muslim,multiple_wives
7.824046,0.0,0.0,0.0,Minang,2000.0,1988.0,21.0,0.0,0.0,0.0,23.0,,1.0,0.0
11.512925,1.0,1.0,0.0,Minang,2007.0,2001.0,23.0,1.0,1.0,0.0,27.0,2000000.0,1.0,0.0
7.824046,1.0,1.0,1.0,Minang,2007.0,1978.0,26.0,1.0,1.0,0.0,,,1.0,
11.512925,1.0,1.0,1.0,Jawa,2000.0,1989.0,22.0,1.0,1.0,1.0,28.0,,1.0,1.0
,1.0,0.0,0.0,Batak,2007.0,2002.0,20.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0
,1.0,1.0,0.0,Minang,2007.0,2005.0,24.0,1.0,1.0,0.0,29.0,500000.0,1.0,0.0
,,,,Melayu,2007.0,1985.0,15.0,0.0,0.0,0.0,21.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Jawa,2000.0,2000.0,17.0,1.0,0.0,0.0,24.0,,1.0,0.0
12.206073,1.0,1.0,0.0,Batak,2000.0,1996.0,22.0,0.0,0.0,0.0,25.0,,0.0,0.0
,0.0,0.0,0.0,Bima,2007.0,2002.0,,,,,19.0,,1.0,0.0
12.611538,1.0,1.0,1.0,Minang,2007.0,,27.0,1.0,1.0,1.0,,5000000.0,1.0,
12.765689,1.0,0.0,0.0,Melayu,2000.0,1995.0,25.0,1.0,1.0,0.0,24.0,,1.0,0.0
,0.0,0.0,0.0,Batak,2000.0,1981.0,13.0,0.0,0.0,0.0,23.0,,0.0,0.0
12.206073,1.0,1.0,0.0,Aceh,2007.0,,25.0,1.0,1.0,0.0,,1000000.0,1.0,
12.206073,1.0,1.0,1.0,Minang,2007.0,2001.0,20.0,1.0,1.0,1.0,32.0,2000000.0,1.0,0.0
11.512925,1.0,1.0,0.0,Melayu,2000.0,1999.0,26.0,1.0,1.0,0.0,29.0,,1.0,0.0
,1.0,1.0,0.0,Batak,2007.0,2006.0,24.0,1.0,1.0,0.0,28.0,3000000.0,0.0,0.0
10.819778,1.0,1.0,1.0,Minang,2007.0,2007.0,,1.0,1.0,0.0,28.0,,1.0,0.0
,1.0,1.0,0.0,Minang,2007.0,1999.0,21.0,1.0,1.0,0.0,23.0,,1.0,0.0
,1.0,1.0,0.0,Jawa,2007.0,1997.0,,1.0,0.0,0.0,23.0,,1.0,0.0
11.91839,1.0,0.0,0.0,Minang,2007.0,2002.0,25.0,1.0,0.0,0.0,,250000.0,1.0,
,1.0,1.0,0.0,Minang,2007.0,2000.0,21.0,1.0,1.0,0.0,28.0,1000000.0,1.0,0.0
,1.0,1.0,0.0,95.0,2007.0,2007.0,23.0,1.0,1.0,0.0,25.0,5000000.0,1.0,0.0
,1.0,1.0,0.0,Minang,2007.0,1992.0,20.0,1.0,1.0,0.0,26.0,500000.0,1.0,0.0
10.819778,,,,Jawa,2007.0,2004.0,,1.0,0.0,0.0,22.0,,1.0,0.0
13.304685,1.0,1.0,1.0,Batak,2007.0,,19.0,1.0,1.0,1.0,,2000000.0,1.0,
14.220976,1.0,1.0,0.0,Banten,2007.0,2007.0,20.0,1.0,1.0,0.0,26.0,2000000.0,1.0,0.0
,1.0,1.0,1.0,Jawa,2007.0,2007.0,25.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0
12.611538,1.0,1.0,1.0,Minang,2007.0,,29.0,1.0,1.0,1.0,,,1.0,
10.819778,1.0,1.0,1.0,Betawi,2000.0,1991.0,25.0,1.0,1.0,1.0,31.0,,1.0,0.0
,1.0,1.0,1.0,Batak,2007.0,2007.0,31.0,1.0,1.0,1.0,36.0,10000000.0,1.0,0.0
12.611538,1.0,1.0,1.0,Minang,2007.0,,30.0,1.0,1.0,1.0,,5000000.0,1.0,
10.463103,1.0,0.0,0.0,Minang,2007.0,2000.0,25.0,1.0,0.0,0.0,29.0,100000.0,1.0,0.0
,1.0,1.0,0.0,Batak,2007.0,2007.0,,1.0,1.0,0.0,26.0,,0.0,0.0
10.463103,1.0,0.0,0.0,Minang,2007.0,,24.0,1.0,1.0,0.0,,1000000.0,1.0,
12.611538,1.0,1.0,1.0,Melayu,2007.0,1997.0,31.0,1.0,1.0,0.0,29.0,0.0,1.0,0.0
14.220976,1.0,1.0,0.0,Jawa,2007.0,,19.0,1.0,1.0,0.0,,3000000.0,1.0,
,,,,Minang,2007.0,2005.0,28.0,1.0,1.0,0.0,26.0,10000000.0,1.0,0.0
,0.0,0.0,0.0,Minang,2007.0,2006.0,21.0,1.0,1.0,0.0,29.0,1000000.0,1.0,0.0
,1.0,1.0,1.0,Batak,2007.0,2002.0,26.0,1.0,1.0,1.0,25.0,12000000.0,1.0,0.0
,1.0,1.0,0.0,Minang,2007.0,1997.0,21.0,1.0,1.0,0.0,25.0,,1.0,0.0
,1.0,1.0,0.0,Banjar,2007.0,1999.0,,1.0,1.0,0.0,24.0,,1.0,0.0
10.819778,1.0,1.0,0.0,Minang,2007.0,2004.0,,0.0,0.0,0.0,19.0,,1.0,0.0
12.206073,1.0,1.0,1.0,Melayu,2007.0,2000.0,21.0,1.0,1.0,1.0,30.0,3000000.0,1.0,0.0
9.392662,1.0,0.0,0.0,Minang,2000.0,1998.0,20.0,1.0,1.0,0.0,26.0,,1.0,0.0
13.122363,1.0,1.0,0.0,Melayu,2007.0,2005.0,20.0,1.0,0.0,0.0,30.0,0.0,1.0,0.0
10.126631,1.0,1.0,1.0,Palembang,2000.0,1985.0,22.0,1.0,1.0,1.0,22.0,,1.0,0.0
13.815511,0.0,0.0,0.0,Bugis,2007.0,1997.0,19.0,1.0,1.0,0.0,28.0,,1.0,0.0
11.91839,0.0,0.0,0.0,Bugis,2007.0,2001.0,29.0,0.0,0.0,0.0,36.0,200000.0,1.0,0.0
14.914123,0.0,0.0,0.0,Bugis,2000.0,1997.0,16.0,1.0,1.0,0.0,27.0,,1.0,0.0
,1.0,1.0,0.0,Melayu,2007.0,2007.0,22.0,1.0,1.0,0.0,24.0,,1.0,0.0
,1.0,1.0,1.0,Batak,2007.0,1989.0,28.0,1.0,1.0,1.0,29.0,,0.0,0.0
12.301383,0.0,0.0,0.0,Minang,2007.0,,18.0,1.0,0.0,0.0,,280000.0,1.0,
12.206073,0.0,0.0,0.0,Jawa,2007.0,1979.0,34.0,0.0,0.0,0.0,,,1.0,
8.517193,0.0,0.0,0.0,Jawa,2007.0,1985.0,17.0,1.0,0.0,0.0,20.0,,1.0,0.0
9.903487,0.0,0.0,0.0,Jawa,2000.0,1995.0,17.0,0.0,0.0,0.0,20.0,,1.0,0.0
12.611538,0.0,0.0,0.0,Jawa,2007.0,1999.0,19.0,0.0,0.0,0.0,25.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Jawa,2007.0,2005.0,19.0,0.0,0.0,0.0,24.0,2500000.0,1.0,0.0
9.903487,0.0,0.0,0.0,Jawa,2000.0,1999.0,20.0,0.0,0.0,0.0,24.0,,1.0,0.0
12.8992195,1.0,1.0,1.0,Banten,2000.0,2000.0,36.0,1.0,1.0,1.0,36.0,,1.0,0.0
11.512925,1.0,1.0,0.0,Banten,2007.0,2003.0,27.0,0.0,0.0,0.0,28.0,3000000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2007.0,2006.0,23.0,1.0,0.0,0.0,23.0,800000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Komering,2000.0,1997.0,,0.0,0.0,0.0,22.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Banten,2007.0,2000.0,17.0,0.0,0.0,0.0,,500000.0,1.0,
10.126631,0.0,0.0,0.0,Jawa,2000.0,1998.0,18.0,0.0,0.0,0.0,25.0,,1.0,0.0
9.2103405,1.0,0.0,0.0,Jawa,2007.0,2003.0,17.0,0.0,0.0,0.0,23.0,1000000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,95.0,2000.0,1999.0,22.0,0.0,0.0,0.0,24.0,,1.0,0.0
10.596635,1.0,0.0,0.0,Jawa,2007.0,,20.0,1.0,1.0,0.0,,5000000.0,1.0,
9.2103405,0.0,0.0,0.0,Jawa,2007.0,2000.0,20.0,0.0,0.0,0.0,22.0,200000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2007.0,2000.0,18.0,1.0,1.0,0.0,27.0,0.0,1.0,0.0
12.206073,1.0,1.0,0.0,Jawa,2007.0,2007.0,24.0,0.0,0.0,0.0,26.0,500000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2007.0,1998.0,20.0,,,,22.0,500000.0,1.0,0.0
6.9077554,0.0,0.0,0.0,Jawa,2007.0,1980.0,21.0,0.0,0.0,0.0,24.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Jawa,2007.0,2007.0,18.0,,,,18.0,100000.0,1.0,0.0
9.903487,1.0,0.0,0.0,Jawa,2000.0,1998.0,20.0,1.0,0.0,0.0,24.0,,1.0,0.0
13.527828,1.0,0.0,0.0,Jawa,2007.0,1998.0,21.0,1.0,0.0,0.0,23.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1999.0,19.0,0.0,0.0,0.0,22.0,,1.0,0.0
10.308952,0.0,0.0,0.0,Jawa,2000.0,2000.0,22.0,0.0,0.0,0.0,28.0,,1.0,0.0
12.611538,,,,Jawa,2007.0,2003.0,16.0,0.0,0.0,0.0,21.0,200000.0,1.0,0.0
9.903487,0.0,0.0,0.0,Jawa,2007.0,2007.0,19.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0
12.611538,1.0,1.0,0.0,Banten,2000.0,1999.0,30.0,0.0,0.0,0.0,39.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1980.0,17.0,0.0,0.0,0.0,23.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1999.0,19.0,0.0,0.0,0.0,24.0,,1.0,0.0
9.615806,0.0,0.0,0.0,Jawa,2007.0,2000.0,17.0,0.0,0.0,0.0,,0.0,1.0,
9.903487,0.0,0.0,0.0,Jawa,2007.0,2002.0,18.0,1.0,0.0,0.0,19.0,200000.0,1.0,1.0
9.615806,0.0,0.0,0.0,Jawa,2007.0,2004.0,22.0,0.0,0.0,0.0,25.0,100000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1992.0,17.0,0.0,0.0,0.0,22.0,,1.0,1.0
11.512925,0.0,0.0,0.0,Jawa,2007.0,2007.0,22.0,0.0,0.0,0.0,22.0,,1.0,0.0
9.615806,0.0,0.0,0.0,Jawa,2000.0,1999.0,16.0,0.0,0.0,0.0,18.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,2000.0,20.0,0.0,0.0,0.0,22.0,,1.0,0.0
,1.0,1.0,1.0,Banten,2000.0,1998.0,33.0,1.0,1.0,1.0,30.0,,1.0,0.0
12.206073,1.0,0.0,0.0,Jawa,2007.0,2006.0,30.0,1.0,0.0,0.0,,200000.0,1.0,
9.2103405,0.0,0.0,0.0,Jawa,2007.0,2001.0,17.0,0.0,0.0,0.0,24.0,100000.0,1.0,0.0
12.611538,0.0,0.0,0.0,95.0,2007.0,2002.0,19.0,1.0,0.0,0.0,39.0,20000000.0,1.0,0.0
9.903487,0.0,0.0,0.0,Jawa,2007.0,,21.0,1.0,1.0,1.0,,0.0,1.0,
10.819778,,,,Jawa,2007.0,2007.0,19.0,,,,23.0,0.0,1.0,0.0
8.517193,0.0,0.0,0.0,Jawa,2007.0,,27.0,0.0,0.0,0.0,,,1.0,
8.517193,0.0,0.0,0.0,Jawa,2007.0,,15.0,0.0,0.0,0.0,,400000.0,1.0,
9.903487,1.0,0.0,0.0,Jawa,2007.0,2002.0,17.0,0.0,0.0,0.0,20.0,200000.0,1.0,0.0
10.308952,0.0,0.0,0.0,Jawa,2000.0,1999.0,16.0,0.0,0.0,0.0,25.0,,1.0,0.0
9.2103405,,,,Jawa,2000.0,1999.0,17.0,,,,31.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Jawa,2007.0,2002.0,26.0,0.0,0.0,0.0,39.0,500000.0,1.0,1.0
8.517193,0.0,0.0,0.0,Jawa,2007.0,1989.0,28.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0
13.997832,1.0,0.0,0.0,Jawa,2007.0,2004.0,22.0,0.0,0.0,0.0,24.0,1500000.0,1.0,0.0
9.903487,0.0,0.0,0.0,Jawa,2000.0,1997.0,20.0,1.0,0.0,0.0,24.0,,1.0,0.0
15.201805,1.0,1.0,1.0,Palembang,2007.0,2000.0,24.0,1.0,1.0,1.0,28.0,2000000.0,1.0,0.0
8.517193,0.0,0.0,0.0,Banten,2000.0,1997.0,27.0,0.0,0.0,0.0,23.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Jawa,2007.0,2005.0,15.0,0.0,0.0,0.0,20.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2007.0,,19.0,0.0,0.0,0.0,,0.0,1.0,
9.2103405,0.0,0.0,0.0,Jawa,2007.0,2001.0,16.0,0.0,0.0,0.0,20.0,200000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1995.0,21.0,0.0,0.0,0.0,24.0,,1.0,0.0
9.903487,0.0,0.0,0.0,Jawa,2007.0,2003.0,27.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0
8.517193,0.0,0.0,0.0,Jawa,2000.0,1994.0,18.0,,,,25.0,,1.0,0.0
13.122363,1.0,0.0,0.0,Jawa,2007.0,2002.0,19.0,0.0,0.0,0.0,27.0,1000000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Jawa,2000.0,1995.0,17.0,0.0,0.0,0.0,22.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Jawa,2007.0,,22.0,1.0,1.0,0.0,,500000.0,1.0,
13.217673,0.0,0.0,0.0,Jawa,2007.0,,19.0,0.0,0.0,0.0,,100000.0,1.0,
10.819778,0.0,0.0,0.0,Banten,2007.0,2001.0,40.0,0.0,0.0,0.0,41.0,1000000.0,1.0,1.0
13.122363,1.0,1.0,0.0,Banten,2007.0,2006.0,21.0,1.0,1.0,1.0,28.0,500000.0,1.0,0.0
14.914123,1.0,1.0,0.0,Sunda,2007.0,2002.0,25.0,1.0,1.0,0.0,24.0,2000000.0,1.0,0.0
10.819778,1.0,0.0,0.0,Jawa,2007.0,2002.0,17.0,1.0,0.0,0.0,22.0,0.0,1.0,0.0
11.512925,0.0,0.0,0.0,Jawa,2007.0,2007.0,25.0,0.0,0.0,0.0,28.0,50000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Banten,2007.0,1997.0,18.0,0.0,0.0,0.0,19.0,,1.0,0.0
11.91839,1.0,0.0,0.0,Jawa,2007.0,2007.0,22.0,1.0,1.0,0.0,24.0,0.0,1.0,0.0
11.0021,0.0,0.0,0.0,Komering,2007.0,2001.0,20.0,0.0,0.0,0.0,22.0,,1.0,0.0
12.206073,0.0,0.0,0.0,Jawa,2007.0,2005.0,24.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0
13.815511,0.0,0.0,0.0,Banten,2007.0,2005.0,21.0,0.0,0.0,0.0,21.0,200000.0,1.0,0.0
15.424949,1.0,0.0,0.0,Banten,2007.0,2001.0,20.0,1.0,1.0,0.0,21.0,4000000.0,1.0,1.0
13.017003,0.0,0.0,0.0,Banten,2007.0,2005.0,36.0,0.0,0.0,0.0,60.0,400000.0,1.0,0.0
13.815511,0.0,0.0,0.0,Banten,2007.0,2002.0,20.0,0.0,0.0,0.0,23.0,100000.0,1.0,0.0
14.220976,0.0,0.0,0.0,Banten,2007.0,2007.0,20.0,0.0,0.0,0.0,23.0,100000.0,1.0,0.0
13.592367,0.0,0.0,0.0,Banten,2007.0,,17.0,0.0,0.0,0.0,,0.0,1.0,
12.100712,0.0,0.0,0.0,Banten,2000.0,1998.0,18.0,0.0,0.0,0.0,19.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Banten,2000.0,1994.0,17.0,0.0,0.0,0.0,16.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Jawa,2007.0,2006.0,15.0,1.0,0.0,0.0,21.0,,1.0,0.0
14.220976,0.0,0.0,0.0,Jawa,2007.0,,18.0,1.0,0.0,0.0,,100000.0,1.0,
13.122363,,,,95.0,2000.0,1999.0,24.0,1.0,0.0,0.0,20.0,,1.0,0.0
13.122363,0.0,0.0,0.0,Banten,2007.0,,16.0,0.0,0.0,0.0,,0.0,1.0,
16.118095,1.0,1.0,1.0,Banten,2007.0,2007.0,25.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0
12.611538,1.0,0.0,0.0,Banten,2000.0,1994.0,21.0,0.0,0.0,0.0,24.0,,1.0,0.0
11.512925,0.0,0.0,0.0,Banten,2007.0,1979.0,17.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0
9.903487,0.0,0.0,0.0,Jawa,2007.0,2003.0,18.0,,,,23.0,700000.0,1.0,0.0
14.10069,,,,Banten,2007.0,,19.0,0.0,0.0,0.0,,0.0,1.0,
15.201805,1.0,1.0,1.0,Banten,2007.0,2002.0,26.0,1.0,1.0,1.0,31.0,1000000.0,1.0,0.0
9.2103405,0.0,0.0,0.0,Banten,2000.0,1995.0,22.0,0.0,0.0,0.0,32.0,,1.0,0.0
11.982929,0.0,0.0,0.0,Banten,2000.0,1990.0,22.0,0.0,0.0,0.0,28.0,,1.0,0.0
11.407565,0.0,0.0,0.0,Banten,2007.0,1996.0,17.0,0.0,0.0,0.0,17.0,200000.0,1.0,0.0
16.118095,1.0,1.0,1.0,Banten,2007.0,2007.0,,1.0,1.0,0.0,29.0,,1.0,0.0
16.38046,,,,Banten,2007.0,2007.0,17.0,1.0,1.0,0.0,19.0,500000.0,1.0,0.0
11.512925,0.0,0.0,0.0,Banten,2000.0,1999.0,22.0,0.0,0.0,0.0,30.0,,1.0,0.0
10.126631,0.0,0.0,0.0,Banten,2007.0,1977.0,14.0,0.0,0.0,0.0,18.0,,1.0,0.0
15.424949,0.0,0.0,0.0,Banten,2007.0,2005.0,19.0,1.0,1.0,0.0,23.0,0.0,1.0,0.0
15.76142,1.0,1.0,1.0,Banten,2007.0,,22.0,1.0,1.0,0.0,,7000000.0,1.0,
12.429216,,,,Banten,2007.0,,16.0,1.0,1.0,0.0,,200000.0,1.0,
12.611538,0.0,0.0,0.0,Banten,2007.0,2004.0,22.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0
10.819778,1.0,1.0,0.0,Banten,2000.0,1997.0,22.0,0.0,0.0,0.0,22.0,,1.0,0.0
12.611538,1.0,0.0,0.0,Palembang,2007.0,1992.0,23.0,0.0,0.0,0.0,26.0,,1.0,0.0
11.91839,1.0,0.0,0.0,Palembang,2000.0,1993.0,,1.0,1.0,0.0,20.0,,1.0,0.0
13.122363,1.0,1.0,0.0,Banten,2007.0,1994.0,20.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0
10.126631,0.0,0.0,0.0,Banten,2000.0,1997.0,32.0,0.0,0.0,0.0,47.0,,1.0,0.0
14.731801,1.0,0.0,0.0,Banten,2007.0,1994.0,22.0,1.0,0.0,0.0,25.0,,1.0,0.0
13.815511,0.0,0.0,0.0,Banten,2007.0,2006.0,17.0,0.0,0.0,0.0,19.0,200000.0,1.0,0.0
11.512925,0.0,0.0,0.0,Banten,2007.0,2005.0,20.0,,,,23.0,0.0,1.0,0.0
11.91839,0.0,0.0,0.0,Banten,2000.0,1983.0,11.0,1.0,0.0,0.0,17.0,,1.0,0.0
10.126631,,,,Banten,2000.0,,,0.0,0.0,0.0,,50000.0,1.0,
13.997832,0.0,0.0,0.0,Banten,2007.0,2004.0,16.0,0.0,0.0,0.0,16.0,150000.0,1.0,0.0
15.068274,1.0,0.0,0.0,Palembang,2007.0,2000.0,24.0,1.0,1.0,0.0,25.0,500000.0,1.0,0.0
14.914123,1.0,0.0,0.0,Banten,2007.0,2002.0,21.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0
12.611538,0.0,0.0,0.0,Banten,2000.0,1998.0,19.0,0.0,0.0,0.0,21.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Banten,2000.0,1962.0,16.0,0.0,0.0,0.0,27.0,0.0,1.0,
12.206073,,,,Banten,2007.0,2006.0,38.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0
14.508657,0.0,0.0,0.0,Banten,2007.0,2006.0,25.0,0.0,0.0,0.0,26.0,200000.0,1.0,0.0
14.508657,0.0,0.0,0.0,Banten,2007.0,2006.0,16.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0
15.424949,1.0,1.0,0.0,Banten,2007.0,2006.0,19.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0
10.819778,0.0,0.0,0.0,Banten,2000.0,1978.0,18.0,1.0,1.0,0.0,23.0,,1.0,0.0
11.289782,0.0,0.0,0.0,Banten,2000.0,1988.0,16.0,0.0,0.0,0.0,19.0,,1.0,0.0
13.122363,1.0,1.0,1.0,Komering,2000.0,1999.0,28.0,1.0,1.0,0.0,29.0,,1.0,0.0
9.2103405,1.0,0.0,0.0,Jawa,2000.0,1999.0,18.0,0.0,0.0,0.0,24.0,,1.0,0.0
13.017003,0.0,0.0,0.0,Banten,2000.0,1998.0,16.0,0.0,0.0,0.0,27.0,,1.0,0.0
10.308952,0.0,0.0,0.0,Banten,2000.0,1978.0,21.0,0.0,0.0,0.0,34.0,,1.0,0.0
10.819778,0.0,0.0,0.0,Banten,2007.0,2001.0,31.0,0.0,0.0,0.0,35.0,100000.0,1.0,0.0
15.319588,1.0,1.0,0.0,Banten,2007.0,,20.0,0.0,0.0,0.0,,3000000.0,1.0,
13.122363,0.0,0.0,0.0,Banten,2007.0,2007.0,16.0,0.0,0.0,0.0,19.0,100000.0,1.0,0.0
12.8992195,0.0,0.0,0.0,Banten,2007.0,1999.0,17.0,0.0,0.0,0.0,23.0,2000000.0,1.0,0.0
11.512925,1.0,0.0,0.0,Banten,2000.0,1991.0,18.0,1.0,0.0,0.0,23.0,,1.0,0.0
10.308952,0.0,0.0,0.0,Jawa,2007.0,2001.0,23.0,0.0,0.0,0.0,25.0,150000.0,1.0,0.0
13.997832,0.0,0.0,0.0,Banten,2007.0,,17.0,0.0,0.0,0.0,,0.0,1.0,
11.225244,0.0,0.0,0.0,Banten,2000.0,1994.0,21.0,0.0,0.0,0.0,20.0,,1.0,0.0
14.508657,0.0,0.0,0.0,Banten,2007.0,2007.0,18.0,0.0,0.0,0.0,23.0,50000.0,1.0,0.0
13.458836,0.0,0.0,0.0,Banten,2000.0,2000.0,18.0,0.0,0.0,0.0,21.0,,1.0,0.0
14.151983,0.0,0.0,0.0,Banten,2007.0,2004.0,17.0,0.0,0.0,0.0,22.0,100000.0,1.0,0.0
11.91839,0.0,0.0,0.0,Banten,2000.0,1996.0,16.0,0.0,0.0,0.0,24.0,,1.0,0.0
11.225244,1.0,0.0,0.0,Banten,2000.0,1995.0,19.0,0.0,0.0,0.0,24.0,,1.0,0.0
1.609438,,,,Banten,2000.0,1954.0,14.0,0.0,0.0,0.0,-44.0,,1.0,
14.151983,0.0,0.0,0.0,Banten,2007.0,2006.0,20.0,1.0,1.0,0.0,19.0,2000000.0,1.0,0.0
15.068274,0.0,0.0,0.0,Banten,2007.0,,20.0,1.0,1.0,0.0,,0.0,1.0,
12.8992195,0.0,0.0,0.0,Jawa,2007.0,,19.0,1.0,0.0,0.0,,1000000.0,1.0,
14.508657,0.0,0.0,0.0,Banten,2007.0,2005.0,16.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0
12.206073,,,,Banten,2007.0,1947.0,0.0,0.0,0.0,0.0,,,1.0,
14.151983,1.0,1.0,0.0,Banten,2007.0,,37.0,1.0,1.0,1.0,,125000000.0,1.0,
13.458836,1.0,1.0,0.0,Banten,2007.0,2006.0,20.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0
12.8992195,1.0,0.0,0.0,Banten,2007.0,2003.0,23.0,0.0,0.0,0.0,25.0,4000000.0,1.0,0.0
13.910821,0.0,0.0,0.0,Banten,2007.0,1998.0,16.0,0.0,0.0,0.0,28.0,,1.0,0.0
12.206073,1.0,1.0,0.0,Banten,2007.0,2001.0,29.0,1.0,0.0,0.0,21.0,10000000.0,1.0,0.0
13.337475,1.0,1.0,0.0,Banten,2007.0,2006.0,18.0,1.0,1.0,0.0,22.0,600000.0,1.0,0.0
14.077875,1.0,0.0,0.0,Banten,2007.0,2007.0,18.0,1.0,0.0,0.0,17.0,700000.0,1.0,0.0
,1.0,1.0,0.0,Banten,2007.0,2001.0,23.0,1.0,1.0,0.0,34.0,100000.0,1.0,0.0
,1.0,1.0,0.0,Banten,2007.0,2000.0,26.0,1.0,1.0,0.0,25.0,3000000.0,1.0,0.0
9.615806,0.0,0.0,0.0,Banten,2000.0,1998.0,33.0,0.0,0.0,0.0,47.0,,1.0,0.0
14.731801,1.0,1.0,0.0,Betawi,2000.0,1995.0,23.0,1.0,1.0,1.0,23.0,,1.0,0.0
13.458836,1.0,1.0,0.0,Banten,2007.0,2006.0,24.0,1.0,1.0,0.0,25.0,0.0,1.0,0.0
13.592367,1.0,1.0,0.0,Banten,2007.0,2001.0,19.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0
10.126631,1.0,1.0,0.0,Banten,2000.0,1998.0,18.0,1.0,1.0,0.0,23.0,,1.0,0.0
9.2103405,0.0,0.0,0.0,Banten,2007.0,2006.0,23.0,1.0,0.0,0.0,34.0,100000.0,1.0,0.0
8.699514,0.0,0.0,0.0,Banten,2007.0,1960.0,16.0,0.0,0.0,0.0,,,1.0,
10.819778,1.0,0.0,0.0,Palembang,2000.0,1998.0,19.0,1.0,1.0,0.0,27.0,,0.0,0.0
14.220976,1.0,0.0,0.0,Banten,2007.0,2007.0,,1.0,1.0,0.0,23.0,,1.0,0.0
13.71015,0.0,0.0,0.0,Banten,2007.0,2007.0,14.0,1.0,1.0,0.0,24.0,0.0,1.0,0.0
12.206073,1.0,0.0,0.0,Banten,2000.0,1999.0,21.0,1.0,0.0,0.0,37.0,,1.0,0.0
13.122363,1.0,0.0,0.0,Banten,2007.0,2004.0,14.0,1.0,1.0,0.0,23.0,0.0,1.0,0.0
9.2103405,1.0,0.0,0.0,Jawa,2000.0,1997.0,25.0,1.0,1.0,0.0,27.0,,1.0,0.0
12.206073,1.0,1.0,0.0,Banten,2007.0,,20.0,1.0,1.0,0.0,,3000000.0,1.0,
6.9077554,0.0,0.0,0.0,95.0,2000.0,1980.0,17.0,,,,18.0,,1.0,0.0
,0.0,0.0,0.0,Banten,2000.0,,,0.0,0.0,0.0,,,1.0,0.0
11.91839,1.0,1.0,0.0,95.0,2000.0,1992.0,24.0,1.0,0.0,0.0,21.0,,1.0,0.0
12.206073,0.0,0.0,0.0,Banten,2000.0,1989.0,18.0,1.0,1.0,0.0,19.0,,1.0,0.0
12.611538,0.0,0.0,0.0,Banten,2007.0,,18.0,0.0,0.0,0.0,,500000.0,1.0,
9.615806,0.0,0.0,0.0,Banten,2000.0,,,0.0,0.0,0.0,,5300000.0,1.0,
12.206073,1.0,0.0,0.0,Banten,2000.0,1996.0,20.0,1.0,1.0,0.0,24.0,,1.0,0.0
11.407565,0.0,0.0,0.0,Palembang,2000.0,1956.0,12.0,1.0,0.0,0.0,,360000.0,1.0,
13.815511,1.0,0.0,0.0,Banten,2007.0,2007.0,23.0,1.0,1.0,0.0,31.0,0.0,1.0,0.0
14.220976,1.0,1.0,1.0,Banten,2007.0,2003.0,,1.0,1.0,1.0,31.0,,1.0,0.0
13.997832,1.0,1.0,0.0,Banten,2007.0,2006.0,,1.0,1.0,0.0,28.0,,1.0,0.0
