year,municode,sv_beneficiaries,sv_amount,population_2020,forest_total_2010,forest_loss
2010,1001.0,0.0,0.0,948990.0,274.0,1.0
2011,1001.0,0.0,0.0,948990.0,274.0,0.0
2012,1001.0,0.0,0.0,948990.0,274.0,0.0
2013,1001.0,0.0,0.0,948990.0,274.0,0.0
2014,1001.0,0.0,0.0,948990.0,274.0,0.0
2015,1001.0,0.0,0.0,948990.0,274.0,0.0
2016,1001.0,0.0,0.0,948990.0,274.0,0.0
2017,1001.0,0.0,0.0,948990.0,274.0,0.0
2018,1001.0,0.0,0.0,948990.0,274.0,0.0
2019,1001.0,0.0,0.0,948990.0,274.0,0.0
2020,1001.0,0.0,0.0,948990.0,274.0,0.0
2021,1001.0,0.0,0.0,948990.0,274.0,0.0
2022,1001.0,0.0,0.0,948990.0,274.0,0.0
2023,1001.0,0.0,0.0,948990.0,274.0,0.0
2010,1002.0,0.0,0.0,51536.0,20.0,0.0
2011,1002.0,0.0,0.0,51536.0,20.0,0.0
2012,1002.0,0.0,0.0,51536.0,20.0,0.0
2013,1002.0,0.0,0.0,51536.0,20.0,0.0
2014,1002.0,0.0,0.0,51536.0,20.0,0.0
2015,1002.0,0.0,0.0,51536.0,20.0,0.0
2016,1002.0,0.0,0.0,51536.0,20.0,0.0
2017,1002.0,0.0,0.0,51536.0,20.0,0.0
2018,1002.0,0.0,0.0,51536.0,20.0,0.0
2019,1002.0,0.0,0.0,51536.0,20.0,0.0
2020,1002.0,0.0,0.0,51536.0,20.0,0.0
2021,1002.0,0.0,0.0,51536.0,20.0,0.0
2022,1002.0,0.0,0.0,51536.0,20.0,0.0
2023,1002.0,0.0,0.0,51536.0,20.0,0.0
2010,1003.0,0.0,0.0,58250.0,3638.0,0.0
2011,1003.0,0.0,0.0,58250.0,3638.0,0.0
2012,1003.0,0.0,0.0,58250.0,3638.0,1.0
2013,1003.0,0.0,0.0,58250.0,3638.0,0.0
2014,1003.0,0.0,0.0,58250.0,3638.0,0.0
2015,1003.0,0.0,0.0,58250.0,3638.0,0.0
2016,1003.0,0.0,0.0,58250.0,3638.0,0.0
2017,1003.0,0.0,0.0,58250.0,3638.0,0.0
2018,1003.0,0.0,0.0,58250.0,3638.0,0.0
2019,1003.0,0.0,0.0,58250.0,3638.0,0.0
2020,1003.0,0.0,0.0,58250.0,3638.0,0.0
2021,1003.0,0.0,0.0,58250.0,3638.0,0.0
2022,1003.0,0.0,0.0,58250.0,3638.0,2.0
2023,1003.0,0.0,0.0,58250.0,3638.0,0.0
2010,1004.0,0.0,0.0,17000.0,1.0,0.0
2011,1004.0,0.0,0.0,17000.0,1.0,0.0
2012,1004.0,0.0,0.0,17000.0,1.0,0.0
2013,1004.0,0.0,0.0,17000.0,1.0,0.0
2014,1004.0,0.0,0.0,17000.0,1.0,0.0
2015,1004.0,0.0,0.0,17000.0,1.0,0.0
2016,1004.0,0.0,0.0,17000.0,1.0,0.0
2017,1004.0,0.0,0.0,17000.0,1.0,0.0
2018,1004.0,0.0,0.0,17000.0,1.0,0.0
2019,1004.0,0.0,0.0,17000.0,1.0,0.0
2020,1004.0,0.0,0.0,17000.0,1.0,0.0
2021,1004.0,0.0,0.0,17000.0,1.0,0.0
2022,1004.0,0.0,0.0,17000.0,1.0,0.0
2023,1004.0,0.0,0.0,17000.0,1.0,0.0
2010,1005.0,0.0,0.0,129929.0,195.0,0.0
2011,1005.0,0.0,0.0,129929.0,195.0,0.0
2012,1005.0,0.0,0.0,129929.0,195.0,0.0
2013,1005.0,0.0,0.0,129929.0,195.0,0.0
2014,1005.0,0.0,0.0,129929.0,195.0,0.0
2015,1005.0,0.0,0.0,129929.0,195.0,0.0
2016,1005.0,0.0,0.0,129929.0,195.0,0.0
2017,1005.0,0.0,0.0,129929.0,195.0,0.0
2018,1005.0,0.0,0.0,129929.0,195.0,0.0
2019,1005.0,0.0,0.0,129929.0,195.0,0.0
2020,1005.0,0.0,0.0,129929.0,195.0,0.0
2021,1005.0,0.0,0.0,129929.0,195.0,0.0
2022,1005.0,0.0,0.0,129929.0,195.0,0.0
2023,1005.0,0.0,0.0,129929.0,195.0,0.0
2010,1006.0,0.0,0.0,47646.0,24.0,0.0
2011,1006.0,0.0,0.0,47646.0,24.0,0.0
2012,1006.0,0.0,0.0,47646.0,24.0,0.0
2013,1006.0,0.0,0.0,47646.0,24.0,0.0
2014,1006.0,0.0,0.0,47646.0,24.0,0.0
2015,1006.0,0.0,0.0,47646.0,24.0,0.0
2016,1006.0,0.0,0.0,47646.0,24.0,0.0
2017,1006.0,0.0,0.0,47646.0,24.0,0.0
2018,1006.0,0.0,0.0,47646.0,24.0,0.0
2019,1006.0,0.0,0.0,47646.0,24.0,0.0
2020,1006.0,0.0,0.0,47646.0,24.0,0.0
2021,1006.0,0.0,0.0,47646.0,24.0,0.0
2022,1006.0,0.0,0.0,47646.0,24.0,0.0
2023,1006.0,0.0,0.0,47646.0,24.0,0.0
2010,1007.0,0.0,0.0,57369.0,50.0,0.0
2011,1007.0,0.0,0.0,57369.0,50.0,0.0
2012,1007.0,0.0,0.0,57369.0,50.0,0.0
2013,1007.0,0.0,0.0,57369.0,50.0,0.0
2014,1007.0,0.0,0.0,57369.0,50.0,0.0
2015,1007.0,0.0,0.0,57369.0,50.0,0.0
2016,1007.0,0.0,0.0,57369.0,50.0,0.0
2017,1007.0,0.0,0.0,57369.0,50.0,0.0
2018,1007.0,0.0,0.0,57369.0,50.0,0.0
2019,1007.0,0.0,0.0,57369.0,50.0,0.0
2020,1007.0,0.0,0.0,57369.0,50.0,0.0
2021,1007.0,0.0,0.0,57369.0,50.0,0.0
2022,1007.0,0.0,0.0,57369.0,50.0,0.0
2023,1007.0,0.0,0.0,57369.0,50.0,0.0
2010,1008.0,0.0,0.0,9552.0,5343.0,0.0
2011,1008.0,0.0,0.0,9552.0,5343.0,0.0
2012,1008.0,0.0,0.0,9552.0,5343.0,0.0
2013,1008.0,0.0,0.0,9552.0,5343.0,0.0
2014,1008.0,0.0,0.0,9552.0,5343.0,0.0
2015,1008.0,0.0,0.0,9552.0,5343.0,0.0
2016,1008.0,0.0,0.0,9552.0,5343.0,0.0
2017,1008.0,0.0,0.0,9552.0,5343.0,0.0
2018,1008.0,0.0,0.0,9552.0,5343.0,0.0
2019,1008.0,0.0,0.0,9552.0,5343.0,0.0
2020,1008.0,0.0,0.0,9552.0,5343.0,0.0
2021,1008.0,0.0,0.0,9552.0,5343.0,0.0
2022,1008.0,0.0,0.0,9552.0,5343.0,0.0
2023,1008.0,0.0,0.0,9552.0,5343.0,0.0
2010,1009.0,0.0,0.0,22485.0,3.0,0.0
2011,1009.0,0.0,0.0,22485.0,3.0,0.0
2012,1009.0,0.0,0.0,22485.0,3.0,0.0
2013,1009.0,0.0,0.0,22485.0,3.0,0.0
2014,1009.0,0.0,0.0,22485.0,3.0,0.0
2015,1009.0,0.0,0.0,22485.0,3.0,0.0
2016,1009.0,0.0,0.0,22485.0,3.0,0.0
2017,1009.0,0.0,0.0,22485.0,3.0,0.0
2018,1009.0,0.0,0.0,22485.0,3.0,0.0
2019,1009.0,0.0,0.0,22485.0,3.0,0.0
2020,1009.0,0.0,0.0,22485.0,3.0,0.0
2021,1009.0,0.0,0.0,22485.0,3.0,0.0
2022,1009.0,0.0,0.0,22485.0,3.0,0.0
2023,1009.0,0.0,0.0,22485.0,3.0,0.0
2010,2001.0,0.0,0.0,443807.0,58261.0,274.0
2011,2001.0,0.0,0.0,443807.0,58261.0,43.0
2012,2001.0,0.0,0.0,443807.0,58261.0,88.0
2013,2001.0,0.0,0.0,443807.0,58261.0,116.0
2014,2001.0,0.0,0.0,443807.0,58261.0,133.0
2015,2001.0,0.0,0.0,443807.0,58261.0,199.0
2016,2001.0,0.0,0.0,443807.0,58261.0,30.0
2017,2001.0,0.0,0.0,443807.0,58261.0,272.0
2018,2001.0,0.0,0.0,443807.0,58261.0,415.0
2019,2001.0,1.0,6666.666666666667,443807.0,58261.0,115.0
2020,2001.0,1.0,5000.0,443807.0,58261.0,67.0
2021,2001.0,1.0,5000.0,443807.0,58261.0,21.0
2022,2001.0,0.0,0.0,443807.0,58261.0,88.0
2023,2001.0,0.0,0.0,443807.0,58261.0,34.0
2010,2002.0,0.0,0.0,1049792.0,3523.0,75.0
2011,2002.0,0.0,0.0,1049792.0,3523.0,5.0
2012,2002.0,0.0,0.0,1049792.0,3523.0,2.0
2013,2002.0,0.0,0.0,1049792.0,3523.0,2.0
2014,2002.0,0.0,0.0,1049792.0,3523.0,3.0
2015,2002.0,0.0,0.0,1049792.0,3523.0,28.0
2016,2002.0,0.0,0.0,1049792.0,3523.0,1.0
2017,2002.0,0.0,0.0,1049792.0,3523.0,14.0
2018,2002.0,0.0,0.0,1049792.0,3523.0,0.0
2019,2002.0,1.0,5000.0,1049792.0,3523.0,0.0
2020,2002.0,0.0,0.0,1049792.0,3523.0,1.0
2021,2002.0,0.0,0.0,1049792.0,3523.0,36.0
2022,2002.0,0.0,0.0,1049792.0,3523.0,152.0
2023,2002.0,0.0,0.0,1049792.0,3523.0,4.0
2010,2003.0,0.0,0.0,108440.0,7019.0,17.0
2011,2003.0,0.0,0.0,108440.0,7019.0,5.0
2012,2003.0,0.0,0.0,108440.0,7019.0,10.0
2013,2003.0,0.0,0.0,108440.0,7019.0,10.0
2014,2003.0,0.0,0.0,108440.0,7019.0,0.0
2015,2003.0,0.0,0.0,108440.0,7019.0,1.0
2016,2003.0,0.0,0.0,108440.0,7019.0,0.0
2017,2003.0,0.0,0.0,108440.0,7019.0,34.0
2018,2003.0,0.0,0.0,108440.0,7019.0,2.0
2019,2003.0,0.0,0.0,108440.0,7019.0,20.0
2020,2003.0,0.0,0.0,108440.0,7019.0,45.0
2021,2003.0,0.0,0.0,108440.0,7019.0,65.0
2022,2003.0,0.0,0.0,108440.0,7019.0,8.0
2023,2003.0,0.0,0.0,108440.0,7019.0,15.0
2010,2004.0,0.0,0.0,1922523.0,13072.0,40.0
2011,2004.0,0.0,0.0,1922523.0,13072.0,11.0
2012,2004.0,0.0,0.0,1922523.0,13072.0,8.0
2013,2004.0,0.0,0.0,1922523.0,13072.0,2.0
2014,2004.0,0.0,0.0,1922523.0,13072.0,93.0
2015,2004.0,0.0,0.0,1922523.0,13072.0,8.0
2016,2004.0,0.0,0.0,1922523.0,13072.0,0.0
2017,2004.0,0.0,0.0,1922523.0,13072.0,0.0
2018,2004.0,0.0,0.0,1922523.0,13072.0,619.0
2019,2004.0,1.0,6250.0,1922523.0,13072.0,23.0
2020,2004.0,1.0,5000.0,1922523.0,13072.0,112.0
2021,2004.0,1.0,5000.0,1922523.0,13072.0,223.0
2022,2004.0,0.0,0.0,1922523.0,13072.0,0.0
2023,2004.0,0.0,0.0,1922523.0,13072.0,0.0
2010,3001.0,0.0,0.0,73021.0,5862.0,1.0
2011,3001.0,0.0,0.0,73021.0,5862.0,0.0
2012,3001.0,0.0,0.0,73021.0,5862.0,3.0
2013,3001.0,0.0,0.0,73021.0,5862.0,0.0
2014,3001.0,0.0,0.0,73021.0,5862.0,0.0
2015,3001.0,0.0,0.0,73021.0,5862.0,0.0
2016,3001.0,0.0,0.0,73021.0,5862.0,0.0
2017,3001.0,0.0,0.0,73021.0,5862.0,0.0
2018,3001.0,0.0,0.0,73021.0,5862.0,0.0
2019,3001.0,0.0,0.0,73021.0,5862.0,0.0
2020,3001.0,0.0,0.0,73021.0,5862.0,0.0
2021,3001.0,0.0,0.0,73021.0,5862.0,0.0
2022,3001.0,0.0,0.0,73021.0,5862.0,0.0
2023,3001.0,0.0,0.0,73021.0,5862.0,0.0
2010,3003.0,0.0,0.0,292241.0,74418.0,14.0
2011,3003.0,0.0,0.0,292241.0,74418.0,61.0
2012,3003.0,0.0,0.0,292241.0,74418.0,47.0
2013,3003.0,0.0,0.0,292241.0,74418.0,2.0
2014,3003.0,0.0,0.0,292241.0,74418.0,4.0
2015,3003.0,0.0,0.0,292241.0,74418.0,0.0
2016,3003.0,0.0,0.0,292241.0,74418.0,0.0
2017,3003.0,0.0,0.0,292241.0,74418.0,0.0
2018,3003.0,0.0,0.0,292241.0,74418.0,0.0
2019,3003.0,0.0,0.0,292241.0,74418.0,0.0
2020,3003.0,0.0,0.0,292241.0,74418.0,0.0
2021,3003.0,0.0,0.0,292241.0,74418.0,0.0
2022,3003.0,0.0,0.0,292241.0,74418.0,1.0
2023,3003.0,0.0,0.0,292241.0,74418.0,0.0
2010,4001.0,0.0,0.0,59232.0,94114.0,461.0
2011,4001.0,0.0,0.0,59232.0,94114.0,148.0
2012,4001.0,0.0,0.0,59232.0,94114.0,356.0
2013,4001.0,0.0,0.0,59232.0,94114.0,537.0
2014,4001.0,0.0,0.0,59232.0,94114.0,280.0
2015,4001.0,0.0,0.0,59232.0,94114.0,443.0
2016,4001.0,0.0,0.0,59232.0,94114.0,389.0
2017,4001.0,0.0,0.0,59232.0,94114.0,227.0
2018,4001.0,0.0,0.0,59232.0,94114.0,368.0
2019,4001.0,0.0,0.0,59232.0,94114.0,469.0
2020,4001.0,988.625,4945000.0,59232.0,94114.0,373.0
2021,4001.0,984.4,5419000.0,59232.0,94114.0,450.0
2022,4001.0,969.8333333333334,4849166.666666667,59232.0,94114.0,288.0
2023,4001.0,941.5833333333334,5692500.0,59232.0,94114.0,319.0
2010,4002.0,0.0,0.0,294077.0,198287.0,1347.0
2011,4002.0,0.0,0.0,294077.0,198287.0,735.0
2012,4002.0,0.0,0.0,294077.0,198287.0,2933.0
2013,4002.0,0.0,0.0,294077.0,198287.0,2295.0
2014,4002.0,0.0,0.0,294077.0,198287.0,1301.0
2015,4002.0,0.0,0.0,294077.0,198287.0,1365.0
2016,4002.0,0.0,0.0,294077.0,198287.0,1604.0
2017,4002.0,0.0,0.0,294077.0,198287.0,1782.0
2018,4002.0,0.0,0.0,294077.0,198287.0,1622.0
2019,4002.0,1.8888888888888888,11666.666666666666,294077.0,198287.0,1215.0
2020,4002.0,4.0,20000.0,294077.0,198287.0,5395.0
2021,4002.0,162.8,1077500.0,294077.0,198287.0,1220.0
2022,4002.0,512.1666666666666,2560833.3333333335,294077.0,198287.0,1558.0
2023,4002.0,488.25,2938000.0,294077.0,198287.0,2068.0
2010,4003.0,0.0,0.0,248845.0,877126.0,6830.0
2011,4003.0,0.0,0.0,248845.0,877126.0,4929.0
2012,4003.0,0.0,0.0,248845.0,877126.0,9739.0
2013,4003.0,0.0,0.0,248845.0,877126.0,12584.0
2014,4003.0,0.0,0.0,248845.0,877126.0,10715.0
2015,4003.0,0.0,0.0,248845.0,877126.0,14599.0
2016,4003.0,0.0,0.0,248845.0,877126.0,26278.0
2017,4003.0,0.0,0.0,248845.0,877126.0,23721.0
2018,4003.0,0.0,0.0,248845.0,877126.0,16288.0
2019,4003.0,12.9,93500.0,248845.0,877126.0,18398.0
2020,4003.0,4.285714285714286,21428.571428571428,248845.0,877126.0,23611.0
2021,4003.0,125.3,827500.0,248845.0,877126.0,12039.0
2022,4003.0,406.6666666666667,2033333.3333333333,248845.0,877126.0,10905.0
2023,4003.0,458.3333333333333,3890500.0,248845.0,877126.0,14586.0
2010,4004.0,0.0,0.0,78170.0,1928126.0,6170.0
2011,4004.0,0.0,0.0,78170.0,1928126.0,4976.0
2012,4004.0,0.0,0.0,78170.0,1928126.0,7241.0
2013,4004.0,0.0,0.0,78170.0,1928126.0,13670.0
2014,4004.0,0.0,0.0,78170.0,1928126.0,7646.0
2015,4004.0,0.0,0.0,78170.0,1928126.0,8125.0
2016,4004.0,0.0,0.0,78170.0,1928126.0,19685.0
2017,4004.0,0.0,0.0,78170.0,1928126.0,18895.0
2018,4004.0,0.0,0.0,78170.0,1928126.0,12351.0
2019,4004.0,0.0,0.0,78170.0,1928126.0,21710.0
2020,4004.0,2863.625,14370625.0,78170.0,1928126.0,18755.0
2021,4004.0,2958.3,16309000.0,78170.0,1928126.0,9289.0
2022,4004.0,3006.5,15032500.0,78170.0,1928126.0,10665.0
2023,4004.0,2848.5,17506000.0,78170.0,1928126.0,23500.0
2010,4005.0,0.0,0.0,31917.0,72302.0,326.0
2011,4005.0,0.0,0.0,31917.0,72302.0,73.0
2012,4005.0,0.0,0.0,31917.0,72302.0,562.0
2013,4005.0,0.0,0.0,31917.0,72302.0,548.0
2014,4005.0,0.0,0.0,31917.0,72302.0,293.0
2015,4005.0,0.0,0.0,31917.0,72302.0,124.0
2016,4005.0,0.0,0.0,31917.0,72302.0,283.0
2017,4005.0,0.0,0.0,31917.0,72302.0,821.0
2018,4005.0,0.0,0.0,31917.0,72302.0,346.0
2019,4005.0,2.0,20000.0,31917.0,72302.0,434.0
2020,4005.0,398.27272727272725,1996818.1818181819,31917.0,72302.0,1442.0
2021,4005.0,590.0,3249500.0,31917.0,72302.0,355.0
2022,4005.0,582.6666666666666,2913333.3333333335,31917.0,72302.0,363.0
2023,4005.0,549.1666666666666,3295000.0,31917.0,72302.0,1144.0
2010,4006.0,0.0,0.0,42140.0,1035029.0,5208.0
2011,4006.0,0.0,0.0,42140.0,1035029.0,5143.0
2012,4006.0,0.0,0.0,42140.0,1035029.0,11798.0
2013,4006.0,0.0,0.0,42140.0,1035029.0,12252.0
2014,4006.0,0.0,0.0,42140.0,1035029.0,6167.0
2015,4006.0,0.0,0.0,42140.0,1035029.0,16241.0
2016,4006.0,0.0,0.0,42140.0,1035029.0,6897.0
2017,4006.0,0.0,0.0,42140.0,1035029.0,23261.0
2018,4006.0,0.0,0.0,42140.0,1035029.0,8622.0
2019,4006.0,0.0,0.0,42140.0,1035029.0,9875.0
2020,4006.0,1881.875,9418750.0,42140.0,1035029.0,26893.0
2021,4006.0,1974.1,10862000.0,42140.0,1035029.0,7520.0
2022,4006.0,1946.1666666666667,9730833.333333334,42140.0,1035029.0,6729.0
2023,4006.0,1922.5,11554000.0,42140.0,1035029.0,21416.0
2010,4007.0,0.0,0.0,8683.0,122494.0,19.0
2011,4007.0,0.0,0.0,8683.0,122494.0,29.0
2012,4007.0,0.0,0.0,8683.0,122494.0,69.0
2013,4007.0,0.0,0.0,8683.0,122494.0,609.0
2014,4007.0,0.0,0.0,8683.0,122494.0,296.0
2015,4007.0,0.0,0.0,8683.0,122494.0,181.0
2016,4007.0,0.0,0.0,8683.0,122494.0,913.0
2017,4007.0,0.0,0.0,8683.0,122494.0,679.0
2018,4007.0,0.0,0.0,8683.0,122494.0,220.0
2019,4007.0,0.0,0.0,8683.0,122494.0,698.0
2020,4007.0,336.2857142857143,1875714.2857142857,8683.0,122494.0,439.0
2021,4007.0,359.1,1972000.0,8683.0,122494.0,133.0
2022,4007.0,337.5,1687500.0,8683.0,122494.0,58.0
2023,4007.0,299.0833333333333,1794500.0,8683.0,122494.0,545.0
2010,4008.0,0.0,0.0,11452.0,94112.0,299.0
2011,4008.0,0.0,0.0,11452.0,94112.0,267.0
2012,4008.0,0.0,0.0,11452.0,94112.0,397.0
2013,4008.0,0.0,0.0,11452.0,94112.0,257.0
2014,4008.0,0.0,0.0,11452.0,94112.0,417.0
2015,4008.0,0.0,0.0,11452.0,94112.0,234.0
2016,4008.0,0.0,0.0,11452.0,94112.0,375.0
2017,4008.0,0.0,0.0,11452.0,94112.0,1309.0
2018,4008.0,0.0,0.0,11452.0,94112.0,524.0
2019,4008.0,0.0,0.0,11452.0,94112.0,546.0
2020,4008.0,362.625,1820625.0,11452.0,94112.0,4041.0
2021,4008.0,388.7,2137500.0,11452.0,94112.0,780.0
2022,4008.0,371.8333333333333,1859166.6666666667,11452.0,94112.0,480.0
2023,4008.0,350.0,2102500.0,11452.0,94112.0,1138.0
2010,5001.0,0.0,0.0,1022.0,570.0,1.0
2011,5001.0,0.0,0.0,1022.0,570.0,0.0
2012,5001.0,0.0,0.0,1022.0,570.0,0.0
2013,5001.0,0.0,0.0,1022.0,570.0,0.0
2014,5001.0,0.0,0.0,1022.0,570.0,0.0
2015,5001.0,0.0,0.0,1022.0,570.0,0.0
2016,5001.0,0.0,0.0,1022.0,570.0,0.0
2017,5001.0,0.0,0.0,1022.0,570.0,0.0
2018,5001.0,0.0,0.0,1022.0,570.0,0.0
2019,5001.0,0.0,0.0,1022.0,570.0,0.0
2020,5001.0,0.0,0.0,1022.0,570.0,0.0
2021,5001.0,0.0,0.0,1022.0,570.0,0.0
2022,5001.0,0.0,0.0,1022.0,570.0,0.0
2023,5001.0,0.0,0.0,1022.0,570.0,0.0
2010,5002.0,0.0,0.0,163058.0,20806.0,16.0
2011,5002.0,0.0,0.0,163058.0,20806.0,349.0
2012,5002.0,0.0,0.0,163058.0,20806.0,9.0
2013,5002.0,0.0,0.0,163058.0,20806.0,10.0
2014,5002.0,0.0,0.0,163058.0,20806.0,5.0
2015,5002.0,0.0,0.0,163058.0,20806.0,2.0
2016,5002.0,0.0,0.0,163058.0,20806.0,4.0
2017,5002.0,0.0,0.0,163058.0,20806.0,0.0
2018,5002.0,0.0,0.0,163058.0,20806.0,7.0
2019,5002.0,1.0,6250.0,163058.0,20806.0,1.0
2020,5002.0,1.0,5000.0,163058.0,20806.0,4.0
2021,5002.0,1.0,5000.0,163058.0,20806.0,1.0
2022,5002.0,0.0,0.0,163058.0,20806.0,14.0
2023,5002.0,0.0,0.0,163058.0,20806.0,1.0
2010,5003.0,0.0,0.0,23056.0,970.0,4.0
2011,5003.0,0.0,0.0,23056.0,970.0,3.0
2012,5003.0,0.0,0.0,23056.0,970.0,26.0
2013,5003.0,0.0,0.0,23056.0,970.0,1.0
2014,5003.0,0.0,0.0,23056.0,970.0,1.0
2015,5003.0,0.0,0.0,23056.0,970.0,0.0
2016,5003.0,0.0,0.0,23056.0,970.0,2.0
2017,5003.0,0.0,0.0,23056.0,970.0,2.0
2018,5003.0,0.0,0.0,23056.0,970.0,1.0
2019,5003.0,0.0,0.0,23056.0,970.0,1.0
2020,5003.0,0.0,0.0,23056.0,970.0,19.0
2021,5003.0,0.0,0.0,23056.0,970.0,7.0
2022,5003.0,0.0,0.0,23056.0,970.0,0.0
2023,5003.0,0.0,0.0,23056.0,970.0,0.0
2010,5004.0,0.0,0.0,29578.0,76266.0,95.0
2011,5004.0,0.0,0.0,29578.0,76266.0,167.0
2012,5004.0,0.0,0.0,29578.0,76266.0,16.0
2013,5004.0,0.0,0.0,29578.0,76266.0,62.0
2014,5004.0,0.0,0.0,29578.0,76266.0,29.0
2015,5004.0,0.0,0.0,29578.0,76266.0,0.0
2016,5004.0,0.0,0.0,29578.0,76266.0,4.0
2017,5004.0,0.0,0.0,29578.0,76266.0,1.0
2018,5004.0,0.0,0.0,29578.0,76266.0,435.0
2019,5004.0,0.0,0.0,29578.0,76266.0,18.0
2020,5004.0,0.0,0.0,29578.0,76266.0,14.0
2021,5004.0,0.0,0.0,29578.0,76266.0,4157.0
2022,5004.0,0.0,0.0,29578.0,76266.0,568.0
2023,5004.0,0.0,0.0,29578.0,76266.0,131.0
2010,5005.0,0.0,0.0,1643.0,14298.0,32.0
2011,5005.0,0.0,0.0,1643.0,14298.0,7.0
2012,5005.0,0.0,0.0,1643.0,14298.0,1.0
2013,5005.0,0.0,0.0,1643.0,14298.0,3.0
2014,5005.0,0.0,0.0,1643.0,14298.0,6.0
2015,5005.0,0.0,0.0,1643.0,14298.0,0.0
2016,5005.0,0.0,0.0,1643.0,14298.0,10.0
2017,5005.0,0.0,0.0,1643.0,14298.0,3.0
2018,5005.0,0.0,0.0,1643.0,14298.0,0.0
2019,5005.0,0.0,0.0,1643.0,14298.0,0.0
2020,5005.0,0.0,0.0,1643.0,14298.0,0.0
2021,5005.0,0.0,0.0,1643.0,14298.0,0.0
2022,5005.0,0.0,0.0,1643.0,14298.0,17.0
2023,5005.0,0.0,0.0,1643.0,14298.0,37.0
2010,5006.0,0.0,0.0,29128.0,19857.0,20.0
2011,5006.0,0.0,0.0,29128.0,19857.0,174.0
2012,5006.0,0.0,0.0,29128.0,19857.0,3.0
2013,5006.0,0.0,0.0,29128.0,19857.0,1.0
2014,5006.0,0.0,0.0,29128.0,19857.0,0.0
2015,5006.0,0.0,0.0,29128.0,19857.0,0.0
2016,5006.0,0.0,0.0,29128.0,19857.0,0.0
2017,5006.0,0.0,0.0,29128.0,19857.0,0.0
2018,5006.0,0.0,0.0,29128.0,19857.0,0.0
2019,5006.0,0.0,0.0,29128.0,19857.0,0.0
2020,5006.0,0.0,0.0,29128.0,19857.0,0.0
2021,5006.0,0.0,0.0,29128.0,19857.0,0.0
2022,5006.0,0.0,0.0,29128.0,19857.0,7.0
2023,5006.0,0.0,0.0,29128.0,19857.0,5.0
2010,5007.0,0.0,0.0,12715.0,25258.0,13.0
2011,5007.0,0.0,0.0,12715.0,25258.0,252.0
2012,5007.0,0.0,0.0,12715.0,25258.0,663.0
2013,5007.0,0.0,0.0,12715.0,25258.0,20.0
2014,5007.0,0.0,0.0,12715.0,25258.0,7.0
2015,5007.0,0.0,0.0,12715.0,25258.0,3.0
2016,5007.0,0.0,0.0,12715.0,25258.0,2.0
2017,5007.0,0.0,0.0,12715.0,25258.0,5.0
2018,5007.0,0.0,0.0,12715.0,25258.0,1.0
2019,5007.0,1.0,10000.0,12715.0,25258.0,0.0
2020,5007.0,1.0,5000.0,12715.0,25258.0,0.0
2021,5007.0,1.0,5000.0,12715.0,25258.0,0.0
2022,5007.0,0.0,0.0,12715.0,25258.0,289.0
2023,5007.0,0.0,0.0,12715.0,25258.0,212.0
2010,5008.0,0.0,0.0,3047.0,2000.0,35.0
2011,5008.0,0.0,0.0,3047.0,2000.0,1.0
2012,5008.0,0.0,0.0,3047.0,2000.0,1.0
2013,5008.0,0.0,0.0,3047.0,2000.0,0.0
2014,5008.0,0.0,0.0,3047.0,2000.0,1.0
2015,5008.0,0.0,0.0,3047.0,2000.0,0.0
2016,5008.0,0.0,0.0,3047.0,2000.0,0.0
2017,5008.0,0.0,0.0,3047.0,2000.0,0.0
2018,5008.0,0.0,0.0,3047.0,2000.0,0.0
2019,5008.0,0.0,0.0,3047.0,2000.0,0.0
2020,5008.0,0.0,0.0,3047.0,2000.0,0.0
2021,5008.0,0.0,0.0,3047.0,2000.0,0.0
2022,5008.0,0.0,0.0,3047.0,2000.0,0.0
2023,5008.0,0.0,0.0,3047.0,2000.0,0.0
2010,5009.0,0.0,0.0,59035.0,58.0,1.0
2011,5009.0,0.0,0.0,59035.0,58.0,6.0
2012,5009.0,0.0,0.0,59035.0,58.0,0.0
2013,5009.0,0.0,0.0,59035.0,58.0,0.0
2014,5009.0,0.0,0.0,59035.0,58.0,0.0
2015,5009.0,0.0,0.0,59035.0,58.0,0.0
2016,5009.0,0.0,0.0,59035.0,58.0,0.0
2017,5009.0,0.0,0.0,59035.0,58.0,0.0
2018,5009.0,0.0,0.0,59035.0,58.0,0.0
2019,5009.0,0.0,0.0,59035.0,58.0,0.0
2020,5009.0,0.0,0.0,59035.0,58.0,0.0
2021,5009.0,0.0,0.0,59035.0,58.0,0.0
2022,5009.0,0.0,0.0,59035.0,58.0,0.0
2023,5009.0,0.0,0.0,59035.0,58.0,2.0
2010,5010.0,0.0,0.0,82409.0,18.0,1.0
2011,5010.0,0.0,0.0,82409.0,18.0,0.0
2012,5010.0,0.0,0.0,82409.0,18.0,0.0
2013,5010.0,0.0,0.0,82409.0,18.0,0.0
2014,5010.0,0.0,0.0,82409.0,18.0,0.0
2015,5010.0,0.0,0.0,82409.0,18.0,0.0
2016,5010.0,0.0,0.0,82409.0,18.0,0.0
2017,5010.0,0.0,0.0,82409.0,18.0,0.0
2018,5010.0,0.0,0.0,82409.0,18.0,0.0
2019,5010.0,0.0,0.0,82409.0,18.0,0.0
2020,5010.0,0.0,0.0,82409.0,18.0,0.0
2021,5010.0,0.0,0.0,82409.0,18.0,0.0
