year,municode,sv_beneficiaries,sv_amount,population_2020,forest_total_2010,forest_loss
2014,18002.0,0.0,0.0,15393.0,30859.0,8.0
2015,18002.0,0.0,0.0,15393.0,30859.0,10.0
2016,18002.0,0.0,0.0,15393.0,30859.0,22.0
2017,18002.0,0.0,0.0,15393.0,30859.0,5.0
2018,18002.0,0.0,0.0,15393.0,30859.0,11.0
2019,18002.0,0.0,0.0,15393.0,30859.0,1.0
2020,18002.0,0.0,0.0,15393.0,30859.0,5.0
2021,18002.0,0.0,0.0,15393.0,30859.0,1.0
2022,18002.0,0.0,0.0,15393.0,30859.0,6.0
2023,18002.0,0.0,0.0,15393.0,30859.0,27.0
2010,18003.0,0.0,0.0,11536.0,26890.0,17.0
2011,18003.0,0.0,0.0,11536.0,26890.0,12.0
2012,18003.0,0.0,0.0,11536.0,26890.0,43.0
2013,18003.0,0.0,0.0,11536.0,26890.0,8.0
2014,18003.0,0.0,0.0,11536.0,26890.0,5.0
2015,18003.0,0.0,0.0,11536.0,26890.0,2.0
2016,18003.0,0.0,0.0,11536.0,26890.0,1.0
2017,18003.0,0.0,0.0,11536.0,26890.0,3.0
2018,18003.0,0.0,0.0,11536.0,26890.0,6.0
2019,18003.0,0.0,0.0,11536.0,26890.0,7.0
2020,18003.0,0.0,0.0,11536.0,26890.0,9.0
2021,18003.0,0.0,0.0,11536.0,26890.0,52.0
2022,18003.0,0.0,0.0,11536.0,26890.0,7.0
2023,18003.0,0.0,0.0,11536.0,26890.0,62.0
2010,18004.0,0.0,0.0,77436.0,176109.0,163.0
2011,18004.0,0.0,0.0,77436.0,176109.0,77.0
2012,18004.0,0.0,0.0,77436.0,176109.0,224.0
2013,18004.0,0.0,0.0,77436.0,176109.0,326.0
2014,18004.0,0.0,0.0,77436.0,176109.0,255.0
2015,18004.0,0.0,0.0,77436.0,176109.0,191.0
2016,18004.0,0.0,0.0,77436.0,176109.0,236.0
2017,18004.0,0.0,0.0,77436.0,176109.0,395.0
2018,18004.0,0.0,0.0,77436.0,176109.0,566.0
2019,18004.0,0.0,0.0,77436.0,176109.0,587.0
2020,18004.0,0.0,0.0,77436.0,176109.0,276.0
2021,18004.0,0.0,0.0,77436.0,176109.0,186.0
2022,18004.0,0.0,0.0,77436.0,176109.0,225.0
2023,18004.0,0.0,0.0,77436.0,176109.0,440.0
2010,18005.0,0.0,0.0,12230.0,131325.0,78.0
2011,18005.0,0.0,0.0,12230.0,131325.0,19.0
2012,18005.0,0.0,0.0,12230.0,131325.0,38.0
2013,18005.0,0.0,0.0,12230.0,131325.0,96.0
2014,18005.0,0.0,0.0,12230.0,131325.0,49.0
2015,18005.0,0.0,0.0,12230.0,131325.0,61.0
2016,18005.0,0.0,0.0,12230.0,131325.0,58.0
2017,18005.0,0.0,0.0,12230.0,131325.0,42.0
2018,18005.0,0.0,0.0,12230.0,131325.0,161.0
2019,18005.0,0.0,0.0,12230.0,131325.0,176.0
2020,18005.0,398.5,2343750.0,12230.0,131325.0,17.0
2021,18005.0,469.0,2693000.0,12230.0,131325.0,27.0
2022,18005.0,524.6666666666666,2623333.3333333335,12230.0,131325.0,60.0
2023,18005.0,599.8333333333334,5050000.0,12230.0,131325.0,36.0
2010,18006.0,0.0,0.0,29299.0,14746.0,1.0
2011,18006.0,0.0,0.0,29299.0,14746.0,0.0
2012,18006.0,0.0,0.0,29299.0,14746.0,4.0
2013,18006.0,0.0,0.0,29299.0,14746.0,17.0
2014,18006.0,0.0,0.0,29299.0,14746.0,1.0
2015,18006.0,0.0,0.0,29299.0,14746.0,2.0
2016,18006.0,0.0,0.0,29299.0,14746.0,4.0
2017,18006.0,0.0,0.0,29299.0,14746.0,2.0
2018,18006.0,0.0,0.0,29299.0,14746.0,3.0
2019,18006.0,0.0,0.0,29299.0,14746.0,7.0
2020,18006.0,0.0,0.0,29299.0,14746.0,3.0
2021,18006.0,0.0,0.0,29299.0,14746.0,2.0
2022,18006.0,0.0,0.0,29299.0,14746.0,12.0
2023,18006.0,0.0,0.0,29299.0,14746.0,64.0
2010,18007.0,0.0,0.0,19321.0,21795.0,5.0
2011,18007.0,0.0,0.0,19321.0,21795.0,4.0
2012,18007.0,0.0,0.0,19321.0,21795.0,4.0
2013,18007.0,0.0,0.0,19321.0,21795.0,7.0
2014,18007.0,0.0,0.0,19321.0,21795.0,4.0
2015,18007.0,0.0,0.0,19321.0,21795.0,1.0
2016,18007.0,0.0,0.0,19321.0,21795.0,7.0
2017,18007.0,0.0,0.0,19321.0,21795.0,1.0
2018,18007.0,0.0,0.0,19321.0,21795.0,4.0
2019,18007.0,0.0,0.0,19321.0,21795.0,18.0
2020,18007.0,278.75,1563750.0,19321.0,21795.0,18.0
2021,18007.0,330.9,1854000.0,19321.0,21795.0,1.0
2022,18007.0,347.25,1736250.0,19321.0,21795.0,5.0
2023,18007.0,338.8333333333333,2056000.0,19321.0,21795.0,23.0
2010,18008.0,0.0,0.0,65229.0,20559.0,41.0
2011,18008.0,0.0,0.0,65229.0,20559.0,15.0
2012,18008.0,0.0,0.0,65229.0,20559.0,39.0
2013,18008.0,0.0,0.0,65229.0,20559.0,35.0
2014,18008.0,0.0,0.0,65229.0,20559.0,23.0
2015,18008.0,0.0,0.0,65229.0,20559.0,25.0
2016,18008.0,0.0,0.0,65229.0,20559.0,29.0
2017,18008.0,0.0,0.0,65229.0,20559.0,37.0
2018,18008.0,0.0,0.0,65229.0,20559.0,127.0
2019,18008.0,0.0,0.0,65229.0,20559.0,40.0
2020,18008.0,0.0,0.0,65229.0,20559.0,52.0
2021,18008.0,0.0,0.0,65229.0,20559.0,43.0
2022,18008.0,0.0,0.0,65229.0,20559.0,50.0
2023,18008.0,0.0,0.0,65229.0,20559.0,45.0
2010,18009.0,0.0,0.0,47550.0,258517.0,114.0
2011,18009.0,0.0,0.0,47550.0,258517.0,93.0
2012,18009.0,0.0,0.0,47550.0,258517.0,174.0
2013,18009.0,0.0,0.0,47550.0,258517.0,193.0
2014,18009.0,0.0,0.0,47550.0,258517.0,171.0
2015,18009.0,0.0,0.0,47550.0,258517.0,108.0
2016,18009.0,0.0,0.0,47550.0,258517.0,105.0
2017,18009.0,0.0,0.0,47550.0,258517.0,76.0
2018,18009.0,0.0,0.0,47550.0,258517.0,117.0
2019,18009.0,0.0,0.0,47550.0,258517.0,76.0
2020,18009.0,1784.5,10140625.0,47550.0,258517.0,133.0
2021,18009.0,2056.7,11577000.0,47550.0,258517.0,62.0
2022,18009.0,2152.8333333333335,10764166.666666666,47550.0,258517.0,101.0
2023,18009.0,2233.0833333333335,16113000.0,47550.0,258517.0,140.0
2010,18010.0,0.0,0.0,33567.0,89229.0,76.0
2011,18010.0,0.0,0.0,33567.0,89229.0,77.0
2012,18010.0,0.0,0.0,33567.0,89229.0,175.0
2013,18010.0,0.0,0.0,33567.0,89229.0,349.0
2014,18010.0,0.0,0.0,33567.0,89229.0,135.0
2015,18010.0,0.0,0.0,33567.0,89229.0,145.0
2016,18010.0,0.0,0.0,33567.0,89229.0,139.0
2017,18010.0,0.0,0.0,33567.0,89229.0,181.0
2018,18010.0,0.0,0.0,33567.0,89229.0,230.0
2019,18010.0,0.0,0.0,33567.0,89229.0,186.0
2020,18010.0,461.75,2330000.0,33567.0,89229.0,267.0
2021,18010.0,493.9,2719000.0,33567.0,89229.0,233.0
2022,18010.0,499.25,2496250.0,33567.0,89229.0,2127.0
2023,18010.0,490.0,2952000.0,33567.0,89229.0,347.0
2010,18011.0,0.0,0.0,24096.0,26691.0,18.0
2011,18011.0,0.0,0.0,24096.0,26691.0,16.0
2012,18011.0,0.0,0.0,24096.0,26691.0,59.0
2013,18011.0,0.0,0.0,24096.0,26691.0,130.0
2014,18011.0,0.0,0.0,24096.0,26691.0,81.0
2015,18011.0,0.0,0.0,24096.0,26691.0,71.0
2016,18011.0,0.0,0.0,24096.0,26691.0,77.0
2017,18011.0,0.0,0.0,24096.0,26691.0,87.0
2018,18011.0,0.0,0.0,24096.0,26691.0,112.0
2019,18011.0,0.0,0.0,24096.0,26691.0,62.0
2020,18011.0,369.5,1853125.0,24096.0,26691.0,113.0
2021,18011.0,396.0,2177500.0,24096.0,26691.0,82.0
2022,18011.0,390.75,1953750.0,24096.0,26691.0,100.0
2023,18011.0,388.8333333333333,2341500.0,24096.0,26691.0,82.0
2010,18012.0,0.0,0.0,41518.0,47836.0,88.0
2011,18012.0,0.0,0.0,41518.0,47836.0,39.0
2012,18012.0,0.0,0.0,41518.0,47836.0,146.0
2013,18012.0,0.0,0.0,41518.0,47836.0,345.0
2014,18012.0,0.0,0.0,41518.0,47836.0,382.0
2015,18012.0,0.0,0.0,41518.0,47836.0,320.0
2016,18012.0,0.0,0.0,41518.0,47836.0,372.0
2017,18012.0,0.0,0.0,41518.0,47836.0,559.0
2018,18012.0,0.0,0.0,41518.0,47836.0,702.0
2019,18012.0,0.0,0.0,41518.0,47836.0,309.0
2020,18012.0,0.0,0.0,41518.0,47836.0,387.0
2021,18012.0,0.0,0.0,41518.0,47836.0,358.0
2022,18012.0,0.0,0.0,41518.0,47836.0,266.0
2023,18012.0,0.0,0.0,41518.0,47836.0,274.0
2010,18013.0,0.0,0.0,7683.0,16736.0,2.0
2011,18013.0,0.0,0.0,7683.0,16736.0,1.0
2012,18013.0,0.0,0.0,7683.0,16736.0,8.0
2013,18013.0,0.0,0.0,7683.0,16736.0,17.0
2014,18013.0,0.0,0.0,7683.0,16736.0,6.0
2015,18013.0,0.0,0.0,7683.0,16736.0,4.0
2016,18013.0,0.0,0.0,7683.0,16736.0,1.0
2017,18013.0,0.0,0.0,7683.0,16736.0,0.0
2018,18013.0,0.0,0.0,7683.0,16736.0,12.0
2019,18013.0,0.0,0.0,7683.0,16736.0,2.0
2020,18013.0,0.0,0.0,7683.0,16736.0,1.0
2021,18013.0,0.0,0.0,7683.0,16736.0,8.0
2022,18013.0,0.0,0.0,7683.0,16736.0,9.0
2023,18013.0,0.0,0.0,7683.0,16736.0,26.0
2010,18014.0,0.0,0.0,24911.0,45712.0,13.0
2011,18014.0,0.0,0.0,24911.0,45712.0,5.0
2012,18014.0,0.0,0.0,24911.0,45712.0,16.0
2013,18014.0,0.0,0.0,24911.0,45712.0,30.0
2014,18014.0,0.0,0.0,24911.0,45712.0,13.0
2015,18014.0,0.0,0.0,24911.0,45712.0,9.0
2016,18014.0,0.0,0.0,24911.0,45712.0,11.0
2017,18014.0,0.0,0.0,24911.0,45712.0,16.0
2018,18014.0,0.0,0.0,24911.0,45712.0,30.0
2019,18014.0,0.0,0.0,24911.0,45712.0,8.0
2020,18014.0,0.0,0.0,24911.0,45712.0,19.0
2021,18014.0,0.0,0.0,24911.0,45712.0,30.0
2022,18014.0,0.0,0.0,24911.0,45712.0,61.0
2023,18014.0,0.0,0.0,24911.0,45712.0,116.0
2010,18015.0,0.0,0.0,93981.0,40553.0,52.0
2011,18015.0,0.0,0.0,93981.0,40553.0,34.0
2012,18015.0,0.0,0.0,93981.0,40553.0,85.0
2013,18015.0,0.0,0.0,93981.0,40553.0,130.0
2014,18015.0,0.0,0.0,93981.0,40553.0,129.0
2015,18015.0,0.0,0.0,93981.0,40553.0,112.0
2016,18015.0,0.0,0.0,93981.0,40553.0,163.0
2017,18015.0,0.0,0.0,93981.0,40553.0,107.0
2018,18015.0,0.0,0.0,93981.0,40553.0,129.0
2019,18015.0,0.0,0.0,93981.0,40553.0,120.0
2020,18015.0,0.0,0.0,93981.0,40553.0,107.0
2021,18015.0,0.0,0.0,93981.0,40553.0,128.0
2022,18015.0,0.0,0.0,93981.0,40553.0,1585.0
2023,18015.0,0.0,0.0,93981.0,40553.0,91.0
2010,18016.0,0.0,0.0,37135.0,14787.0,6.0
2011,18016.0,0.0,0.0,37135.0,14787.0,7.0
2012,18016.0,0.0,0.0,37135.0,14787.0,14.0
2013,18016.0,0.0,0.0,37135.0,14787.0,80.0
2014,18016.0,0.0,0.0,37135.0,14787.0,59.0
2015,18016.0,0.0,0.0,37135.0,14787.0,104.0
2016,18016.0,0.0,0.0,37135.0,14787.0,18.0
2017,18016.0,0.0,0.0,37135.0,14787.0,51.0
2018,18016.0,0.0,0.0,37135.0,14787.0,128.0
2019,18016.0,0.0,0.0,37135.0,14787.0,57.0
2020,18016.0,0.0,0.0,37135.0,14787.0,10.0
2021,18016.0,0.0,0.0,37135.0,14787.0,28.0
2022,18016.0,0.0,0.0,37135.0,14787.0,102.0
2023,18016.0,0.0,0.0,37135.0,14787.0,203.0
2010,18017.0,0.0,0.0,425924.0,100725.0,69.0
2011,18017.0,0.0,0.0,425924.0,100725.0,45.0
2012,18017.0,0.0,0.0,425924.0,100725.0,173.0
2013,18017.0,0.0,0.0,425924.0,100725.0,240.0
2014,18017.0,0.0,0.0,425924.0,100725.0,185.0
2015,18017.0,0.0,0.0,425924.0,100725.0,160.0
2016,18017.0,0.0,0.0,425924.0,100725.0,207.0
2017,18017.0,0.0,0.0,425924.0,100725.0,229.0
2018,18017.0,0.0,0.0,425924.0,100725.0,282.0
2019,18017.0,0.0,0.0,425924.0,100725.0,271.0
2020,18017.0,1.0,5000.0,425924.0,100725.0,198.0
2021,18017.0,1.0,5000.0,425924.0,100725.0,262.0
2022,18017.0,0.0,0.0,425924.0,100725.0,251.0
2023,18017.0,0.0,0.0,425924.0,100725.0,286.0
2010,18018.0,0.0,0.0,30064.0,3177.0,1.0
2011,18018.0,0.0,0.0,30064.0,3177.0,2.0
2012,18018.0,0.0,0.0,30064.0,3177.0,1.0
2013,18018.0,0.0,0.0,30064.0,3177.0,20.0
2014,18018.0,0.0,0.0,30064.0,3177.0,12.0
2015,18018.0,0.0,0.0,30064.0,3177.0,0.0
2016,18018.0,0.0,0.0,30064.0,3177.0,0.0
2017,18018.0,0.0,0.0,30064.0,3177.0,2.0
2018,18018.0,0.0,0.0,30064.0,3177.0,5.0
2019,18018.0,0.0,0.0,30064.0,3177.0,2.0
2020,18018.0,0.0,0.0,30064.0,3177.0,2.0
2021,18018.0,0.0,0.0,30064.0,3177.0,8.0
2022,18018.0,0.0,0.0,30064.0,3177.0,10.0
2023,18018.0,0.0,0.0,30064.0,3177.0,21.0
2010,18019.0,0.0,0.0,13719.0,130010.0,28.0
2011,18019.0,0.0,0.0,13719.0,130010.0,12.0
2012,18019.0,0.0,0.0,13719.0,130010.0,111.0
2013,18019.0,0.0,0.0,13719.0,130010.0,67.0
2014,18019.0,0.0,0.0,13719.0,130010.0,40.0
2015,18019.0,0.0,0.0,13719.0,130010.0,7.0
2016,18019.0,0.0,0.0,13719.0,130010.0,13.0
2017,18019.0,0.0,0.0,13719.0,130010.0,4.0
2018,18019.0,0.0,0.0,13719.0,130010.0,18.0
2019,18019.0,0.0,0.0,13719.0,130010.0,6.0
2020,18019.0,363.875,3033750.0,13719.0,130010.0,15.0
2021,18019.0,477.1,2974000.0,13719.0,130010.0,12.0
2022,18019.0,635.3333333333334,3176666.6666666665,13719.0,130010.0,18.0
2023,18019.0,622.5,3746000.0,13719.0,130010.0,68.0
2010,19001.0,0.0,0.0,2974.0,1315.0,0.0
2011,19001.0,0.0,0.0,2974.0,1315.0,0.0
2012,19001.0,0.0,0.0,2974.0,1315.0,0.0
2013,19001.0,0.0,0.0,2974.0,1315.0,0.0
2014,19001.0,0.0,0.0,2974.0,1315.0,0.0
2015,19001.0,0.0,0.0,2974.0,1315.0,0.0
2016,19001.0,0.0,0.0,2974.0,1315.0,0.0
2017,19001.0,0.0,0.0,2974.0,1315.0,0.0
2018,19001.0,0.0,0.0,2974.0,1315.0,0.0
2019,19001.0,0.0,0.0,2974.0,1315.0,0.0
2020,19001.0,0.0,0.0,2974.0,1315.0,0.0
2021,19001.0,0.0,0.0,2974.0,1315.0,0.0
2022,19001.0,0.0,0.0,2974.0,1315.0,0.0
2023,19001.0,0.0,0.0,2974.0,1315.0,0.0
2010,19002.0,0.0,0.0,3382.0,20341.0,79.0
2011,19002.0,0.0,0.0,3382.0,20341.0,168.0
2012,19002.0,0.0,0.0,3382.0,20341.0,66.0
2013,19002.0,0.0,0.0,3382.0,20341.0,30.0
2014,19002.0,0.0,0.0,3382.0,20341.0,55.0
2015,19002.0,0.0,0.0,3382.0,20341.0,28.0
2016,19002.0,0.0,0.0,3382.0,20341.0,16.0
2017,19002.0,0.0,0.0,3382.0,20341.0,58.0
2018,19002.0,0.0,0.0,3382.0,20341.0,16.0
2019,19002.0,0.0,0.0,3382.0,20341.0,23.0
2020,19002.0,0.0,0.0,3382.0,20341.0,21.0
2021,19002.0,0.0,0.0,3382.0,20341.0,21.0
2022,19002.0,0.0,0.0,3382.0,20341.0,9.0
2023,19002.0,0.0,0.0,3382.0,20341.0,3.0
2010,19003.0,0.0,0.0,1407.0,294.0,19.0
2011,19003.0,0.0,0.0,1407.0,294.0,4.0
2012,19003.0,0.0,0.0,1407.0,294.0,9.0
2013,19003.0,0.0,0.0,1407.0,294.0,0.0
2014,19003.0,0.0,0.0,1407.0,294.0,0.0
2015,19003.0,0.0,0.0,1407.0,294.0,2.0
2016,19003.0,0.0,0.0,1407.0,294.0,1.0
2017,19003.0,0.0,0.0,1407.0,294.0,0.0
2018,19003.0,0.0,0.0,1407.0,294.0,1.0
2019,19003.0,0.0,0.0,1407.0,294.0,0.0
2020,19003.0,0.0,0.0,1407.0,294.0,1.0
2021,19003.0,0.0,0.0,1407.0,294.0,0.0
2022,19003.0,0.0,0.0,1407.0,294.0,0.0
2023,19003.0,0.0,0.0,1407.0,294.0,2.0
2010,19004.0,0.0,0.0,35289.0,11958.0,156.0
2011,19004.0,0.0,0.0,35289.0,11958.0,60.0
2012,19004.0,0.0,0.0,35289.0,11958.0,56.0
2013,19004.0,0.0,0.0,35289.0,11958.0,9.0
2014,19004.0,0.0,0.0,35289.0,11958.0,40.0
2015,19004.0,0.0,0.0,35289.0,11958.0,28.0
2016,19004.0,0.0,0.0,35289.0,11958.0,22.0
2017,19004.0,0.0,0.0,35289.0,11958.0,49.0
2018,19004.0,0.0,0.0,35289.0,11958.0,113.0
2019,19004.0,0.0,0.0,35289.0,11958.0,85.0
2020,19004.0,0.0,0.0,35289.0,11958.0,93.0
2021,19004.0,0.0,0.0,35289.0,11958.0,213.0
2022,19004.0,0.0,0.0,35289.0,11958.0,190.0
2023,19004.0,0.0,0.0,35289.0,11958.0,50.0
2010,19005.0,0.0,0.0,18030.0,1475.0,363.0
2011,19005.0,0.0,0.0,18030.0,1475.0,71.0
2012,19005.0,0.0,0.0,18030.0,1475.0,27.0
2013,19005.0,0.0,0.0,18030.0,1475.0,2.0
2014,19005.0,0.0,0.0,18030.0,1475.0,21.0
2015,19005.0,0.0,0.0,18030.0,1475.0,25.0
2016,19005.0,0.0,0.0,18030.0,1475.0,7.0
2017,19005.0,0.0,0.0,18030.0,1475.0,1.0
2018,19005.0,0.0,0.0,18030.0,1475.0,0.0
2019,19005.0,0.0,0.0,18030.0,1475.0,1.0
2020,19005.0,0.0,0.0,18030.0,1475.0,0.0
2021,19005.0,0.0,0.0,18030.0,1475.0,1.0
2022,19005.0,0.0,0.0,18030.0,1475.0,4.0
2023,19005.0,0.0,0.0,18030.0,1475.0,4.0
2010,19006.0,0.0,0.0,656464.0,1223.0,52.0
2011,19006.0,0.0,0.0,656464.0,1223.0,24.0
2012,19006.0,0.0,0.0,656464.0,1223.0,32.0
2013,19006.0,0.0,0.0,656464.0,1223.0,13.0
2014,19006.0,0.0,0.0,656464.0,1223.0,11.0
2015,19006.0,0.0,0.0,656464.0,1223.0,13.0
2016,19006.0,0.0,0.0,656464.0,1223.0,19.0
2017,19006.0,0.0,0.0,656464.0,1223.0,9.0
2018,19006.0,0.0,0.0,656464.0,1223.0,5.0
2019,19006.0,0.0,0.0,656464.0,1223.0,8.0
2020,19006.0,0.0,0.0,656464.0,1223.0,9.0
2021,19006.0,0.0,0.0,656464.0,1223.0,6.0
2022,19006.0,0.0,0.0,656464.0,1223.0,3.0
2023,19006.0,0.0,0.0,656464.0,1223.0,4.0
2010,19007.0,0.0,0.0,14992.0,107601.0,134.0
2011,19007.0,0.0,0.0,14992.0,107601.0,157.0
2012,19007.0,0.0,0.0,14992.0,107601.0,32.0
2013,19007.0,0.0,0.0,14992.0,107601.0,44.0
2014,19007.0,0.0,0.0,14992.0,107601.0,43.0
2015,19007.0,0.0,0.0,14992.0,107601.0,23.0
2016,19007.0,0.0,0.0,14992.0,107601.0,33.0
2017,19007.0,0.0,0.0,14992.0,107601.0,2.0
2018,19007.0,0.0,0.0,14992.0,107601.0,15.0
2019,19007.0,0.0,0.0,14992.0,107601.0,32.0
2020,19007.0,0.0,0.0,14992.0,107601.0,20.0
2021,19007.0,0.0,0.0,14992.0,107601.0,12.0
2022,19007.0,0.0,0.0,14992.0,107601.0,5.0
2023,19007.0,0.0,0.0,14992.0,107601.0,8.0
2010,19008.0,0.0,0.0,3661.0,3661.0,2.0
2011,19008.0,0.0,0.0,3661.0,3661.0,0.0
2012,19008.0,0.0,0.0,3661.0,3661.0,2.0
2013,19008.0,0.0,0.0,3661.0,3661.0,1.0
2014,19008.0,0.0,0.0,3661.0,3661.0,2.0
2015,19008.0,0.0,0.0,3661.0,3661.0,1.0
2016,19008.0,0.0,0.0,3661.0,3661.0,0.0
2017,19008.0,0.0,0.0,3661.0,3661.0,0.0
2018,19008.0,0.0,0.0,3661.0,3661.0,0.0
2019,19008.0,0.0,0.0,3661.0,3661.0,0.0
2020,19008.0,0.0,0.0,3661.0,3661.0,8.0
2021,19008.0,0.0,0.0,3661.0,3661.0,0.0
2022,19008.0,0.0,0.0,3661.0,3661.0,0.0
2023,19008.0,0.0,0.0,3661.0,3661.0,0.0
2010,19009.0,0.0,0.0,122337.0,15263.0,545.0
2011,19009.0,0.0,0.0,122337.0,15263.0,299.0
2012,19009.0,0.0,0.0,122337.0,15263.0,148.0
2013,19009.0,0.0,0.0,122337.0,15263.0,47.0
2014,19009.0,0.0,0.0,122337.0,15263.0,93.0
2015,19009.0,0.0,0.0,122337.0,15263.0,94.0
2016,19009.0,0.0,0.0,122337.0,15263.0,62.0
2017,19009.0,0.0,0.0,122337.0,15263.0,67.0
2018,19009.0,0.0,0.0,122337.0,15263.0,281.0
2019,19009.0,0.0,0.0,122337.0,15263.0,54.0
2020,19009.0,0.0,0.0,122337.0,15263.0,134.0
2021,19009.0,0.0,0.0,122337.0,15263.0,120.0
2022,19009.0,0.0,0.0,122337.0,15263.0,99.0
2023,19009.0,0.0,0.0,122337.0,15263.0,105.0
2010,19010.0,0.0,0.0,104478.0,2073.0,6.0
2011,19010.0,0.0,0.0,104478.0,2073.0,0.0
2012,19010.0,0.0,0.0,104478.0,2073.0,3.0
2013,19010.0,0.0,0.0,104478.0,2073.0,0.0
2014,19010.0,0.0,0.0,104478.0,2073.0,1.0
2015,19010.0,0.0,0.0,104478.0,2073.0,0.0
2016,19010.0,0.0,0.0,104478.0,2073.0,0.0
2017,19010.0,0.0,0.0,104478.0,2073.0,0.0
2018,19010.0,0.0,0.0,104478.0,2073.0,0.0
2019,19010.0,0.0,0.0,104478.0,2073.0,0.0
2020,19010.0,0.0,0.0,104478.0,2073.0,0.0
2021,19010.0,0.0,0.0,104478.0,2073.0,1.0
2022,19010.0,0.0,0.0,104478.0,2073.0,0.0
2023,19010.0,0.0,0.0,104478.0,2073.0,0.0
2010,19011.0,0.0,0.0,7340.0,17851.0,84.0
2011,19011.0,0.0,0.0,7340.0,17851.0,41.0
2012,19011.0,0.0,0.0,7340.0,17851.0,71.0
2013,19011.0,0.0,0.0,7340.0,17851.0,25.0
2014,19011.0,0.0,0.0,7340.0,17851.0,45.0
2015,19011.0,0.0,0.0,7340.0,17851.0,42.0
2016,19011.0,0.0,0.0,7340.0,17851.0,37.0
2017,19011.0,0.0,0.0,7340.0,17851.0,83.0
2018,19011.0,0.0,0.0,7340.0,17851.0,116.0
2019,19011.0,0.0,0.0,7340.0,17851.0,53.0
2020,19011.0,0.0,0.0,7340.0,17851.0,10.0
2021,19011.0,0.0,0.0,7340.0,17851.0,17.0
2022,19011.0,0.0,0.0,7340.0,17851.0,15.0
2023,19011.0,0.0,0.0,7340.0,17851.0,9.0
2010,19012.0,0.0,0.0,68747.0,740.0,0.0
2011,19012.0,0.0,0.0,68747.0,740.0,2.0
2012,19012.0,0.0,0.0,68747.0,740.0,0.0
2013,19012.0,0.0,0.0,68747.0,740.0,0.0
2014,19012.0,0.0,0.0,68747.0,740.0,0.0
2015,19012.0,0.0,0.0,68747.0,740.0,1.0
2016,19012.0,0.0,0.0,68747.0,740.0,0.0
2017,19012.0,0.0,0.0,68747.0,740.0,1.0
2018,19012.0,0.0,0.0,68747.0,740.0,2.0
2019,19012.0,0.0,0.0,68747.0,740.0,0.0
2020,19012.0,0.0,0.0,68747.0,740.0,0.0
2021,19012.0,0.0,0.0,68747.0,740.0,0.0
2022,19012.0,0.0,0.0,68747.0,740.0,0.0
2023,19012.0,0.0,0.0,68747.0,740.0,0.0
2010,19013.0,0.0,0.0,9930.0,2581.0,131.0
2011,19013.0,0.0,0.0,9930.0,2581.0,74.0
2012,19013.0,0.0,0.0,9930.0,2581.0,119.0
2013,19013.0,0.0,0.0,9930.0,2581.0,18.0
2014,19013.0,0.0,0.0,9930.0,2581.0,14.0
2015,19013.0,0.0,0.0,9930.0,2581.0,15.0
2016,19013.0,0.0,0.0,9930.0,2581.0,63.0
2017,19013.0,0.0,0.0,9930.0,2581.0,19.0
2018,19013.0,0.0,0.0,9930.0,2581.0,34.0
2019,19013.0,0.0,0.0,9930.0,2581.0,3.0
2020,19013.0,0.0,0.0,9930.0,2581.0,8.0
2021,19013.0,0.0,0.0,9930.0,2581.0,22.0
2022,19013.0,0.0,0.0,9930.0,2581.0,20.0
2023,19013.0,0.0,0.0,9930.0,2581.0,30.0
2010,19014.0,0.0,0.0,36088.0,15647.0,11.0
2011,19014.0,0.0,0.0,36088.0,15647.0,943.0
2012,19014.0,0.0,0.0,36088.0,15647.0,6.0
2013,19014.0,0.0,0.0,36088.0,15647.0,0.0
2014,19014.0,0.0,0.0,36088.0,15647.0,0.0
2015,19014.0,0.0,0.0,36088.0,15647.0,0.0
2016,19014.0,0.0,0.0,36088.0,15647.0,0.0
2017,19014.0,0.0,0.0,36088.0,15647.0,0.0
2018,19014.0,0.0,0.0,36088.0,15647.0,0.0
2019,19014.0,0.0,0.0,36088.0,15647.0,0.0
2020,19014.0,0.0,0.0,36088.0,15647.0,0.0
2021,19014.0,0.0,0.0,36088.0,15647.0,30.0
2022,19014.0,0.0,0.0,36088.0,15647.0,0.0
2023,19014.0,0.0,0.0,36088.0,15647.0,3.0
2010,19015.0,0.0,0.0,1360.0,120.0,8.0
2011,19015.0,0.0,0.0,1360.0,120.0,1.0
2012,19015.0,0.0,0.0,1360.0,120.0,3.0
2013,19015.0,0.0,0.0,1360.0,120.0,1.0
2014,19015.0,0.0,0.0,1360.0,120.0,1.0
2015,19015.0,0.0,0.0,1360.0,120.0,0.0
2016,19015.0,0.0,0.0,1360.0,120.0,1.0
2017,19015.0,0.0,0.0,1360.0,120.0,0.0
2018,19015.0,0.0,0.0,1360.0,120.0,0.0
2019,19015.0,0.0,0.0,1360.0,120.0,0.0
2020,19015.0,0.0,0.0,1360.0,120.0,0.0
2021,19015.0,0.0,0.0,1360.0,120.0,1.0
2022,19015.0,0.0,0.0,1360.0,120.0,0.0
2023,19015.0,0.0,0.0,1360.0,120.0,1.0
2010,19016.0,0.0,0.0,3256.0,15924.0,36.0
2011,19016.0,0.0,0.0,3256.0,15924.0,35.0
2012,19016.0,0.0,0.0,3256.0,15924.0,32.0
2013,19016.0,0.0,0.0,3256.0,15924.0,9.0
2014,19016.0,0.0,0.0,3256.0,15924.0,11.0
