mig_away,full_titled,procede_year,year,hh_numid,ejido_numid,entidad,hh_ag,males_17to30_1997,female_head_1997,age_head,value_ag,ejidatario,suptotalnu,supparcela,posesionar,avecindado,latitude,longitude,nearcity_km,iml7954r,outsiders,parcel_ratio
0,0,2005,1997,24975,207,30,0.0,1.0,0.0,25.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24975,207,30,1.0,1.0,0.0,26.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24975,207,30,1.0,1.0,0.0,27.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24975,207,30,1.0,1.0,0.0,28.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24976,207,30,0.0,0.0,0.0,31.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24976,207,30,1.0,0.0,0.0,32.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24976,207,30,1.0,0.0,0.0,34.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24976,207,30,1.0,0.0,0.0,35.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24977,207,30,1.0,0.0,0.0,66.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24977,207,30,1.0,0.0,0.0,67.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24977,207,30,1.0,0.0,0.0,68.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24977,207,30,0.0,0.0,0.0,65.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24978,207,30,1.0,1.0,0.0,54.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24978,207,30,1.0,1.0,0.0,57.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24978,207,30,1.0,1.0,0.0,57.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24978,207,30,1.0,1.0,0.0,58.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24979,207,30,1.0,1.0,0.0,54.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24979,207,30,0.0,1.0,0.0,55.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24979,207,30,1.0,1.0,0.0,,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24979,207,30,1.0,1.0,0.0,56.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24980,207,30,1.0,1.0,0.0,56.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24980,207,30,1.0,1.0,0.0,57.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24980,207,30,1.0,1.0,0.0,58.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24980,207,30,1.0,1.0,0.0,59.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24981,207,30,1.0,0.0,0.0,66.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24981,207,30,0.0,0.0,0.0,67.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24981,207,30,0.0,0.0,0.0,68.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24981,207,30,0.0,0.0,0.0,69.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24982,207,30,1.0,0.0,0.0,36.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24982,207,30,1.0,0.0,0.0,37.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24982,207,30,1.0,0.0,0.0,38.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24982,207,30,1.0,0.0,0.0,39.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24983,207,30,1.0,0.0,0.0,43.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1998,24983,207,30,0.0,0.0,0.0,45.0,3.647807769775391,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1999,24983,207,30,1.0,0.0,0.0,52.0,3.4775811767578126,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,2000,24983,207,30,1.0,0.0,0.0,47.0,3.639163589477539,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
0,0,2005,1997,24984,207,30,1.0,0.0,0.0,48.0,3.933009834289551,1222,2392,2366,0,30,21.34444,-98.26945,106.002556,0.8639299869537354,30,0.9891304347826086
